programme,record_id_1,record_id_2,canonical_person_id,canonical_national_id,duplicate_type
TECH,TECH-000065,TECH-001203,1472,71524281,formatting
TECH,TECH-000632,TECH-001204,1861,87241350,formatting
TECH,TECH-000229,TECH-001205,1801,55299368,near
TECH,TECH-000861,TECH-001206,498,50546917,near
TECH,TECH-000779,TECH-001207,336,94759650,exact
TECH,TECH-000206,TECH-001208,1141,15021097,formatting
TECH,TECH-000057,TECH-001209,264,13254023,formatting
TECH,TECH-000718,TECH-001210,582,53305731,formatting
TECH,TECH-001004,TECH-001211,1618,75413577,formatting
TECH,TECH-000563,TECH-001212,1446,81309530,formatting
TECH,TECH-000145,TECH-001213,1256,35520607,near
TECH,TECH-000205,TECH-001214,456,99716761,exact
TECH,TECH-000693,TECH-001215,2259,30513743,near
TECH,TECH-000079,TECH-001216,381,88960861,formatting
TECH,TECH-000828,TECH-001217,2319,18979224,formatting
TECH,TECH-000588,TECH-001218,145,70173215,formatting
TECH,TECH-000815,TECH-001219,2102,99309976,formatting
TECH,TECH-000436,TECH-001220,1311,63101260,exact
TECH,TECH-000788,TECH-001221,281,43866730,near
TECH,TECH-000340,TECH-001222,2629,96974887,exact
TECH,TECH-000032,TECH-001223,30,46160937,formatting
TECH,TECH-000065,TECH-001224,1472,71524281,formatting
TECH,TECH-000564,TECH-001225,1397,73841910,updated
TECH,TECH-000152,TECH-001226,774,16774455,near
TECH,TECH-000228,TECH-001227,2287,19971406,updated
TECH,TECH-000993,TECH-001228,2188,41809725,formatting
TECH,TECH-000139,TECH-001229,519,89984645,near
TECH,TECH-000167,TECH-001230,2522,85251775,formatting
TECH,TECH-001005,TECH-001231,1583,11951278,formatting
TECH,TECH-000978,TECH-001232,2909,47173534,formatting
TECH,TECH-000937,TECH-001233,2075,78782838,formatting
TECH,TECH-000060,TECH-001234,409,20548786,near
TECH,TECH-000284,TECH-001235,212,77551168,exact
TECH,TECH-000884,TECH-001236,2412,32280888,updated
TECH,TECH-001124,TECH-001237,2677,17625072,formatting
TECH,TECH-000214,TECH-001238,1847,74492536,near
TECH,TECH-000194,TECH-001239,2608,52137942,updated
TECH,TECH-000901,TECH-001240,2396,58384994,exact
TECH,TECH-000409,TECH-001241,345,72505408,near
TECH,TECH-000984,TECH-001242,2596,68136765,near
TECH,TECH-000070,TECH-001243,581,34566728,exact
TECH,TECH-001039,TECH-001244,2870,58285562,updated
TECH,TECH-000391,TECH-001245,815,23873812,exact
TECH,TECH-000160,TECH-001246,2252,56590046,near
TECH,TECH-000252,TECH-001247,1707,62920955,exact
TECH,TECH-000209,TECH-001248,389,37402375,updated
TECH,TECH-000880,TECH-001249,15,11523452,updated
TECH,TECH-000618,TECH-001250,1530,96194417,near
TECH,TECH-001071,TECH-001251,1198,11638822,near
TECH,TECH-000995,TECH-001252,1898,80899398,formatting
TECH,TECH-000115,TECH-001253,1379,74535895,exact
TECH,TECH-000901,TECH-001254,2396,58384994,updated
TECH,TECH-000227,TECH-001255,1066,73252068,formatting
TECH,TECH-000118,TECH-001256,315,86471037,near
TECH,TECH-000441,TECH-001257,288,18024377,formatting
TECH,TECH-000288,TECH-001258,771,11546923,formatting
TECH,TECH-000479,TECH-001259,1229,60671655,formatting
TECH,TECH-001083,TECH-001260,1331,18175303,near
TECH,TECH-000886,TECH-001261,1970,44436835,updated
TECH,TECH-000910,TECH-001262,1008,53380330,formatting
TECH,TECH-000123,TECH-001263,482,31958106,near
TECH,TECH-001121,TECH-001264,1412,19576043,near
TECH,TECH-000047,TECH-001265,1329,40930568,formatting
TECH,TECH-000031,TECH-001266,884,60850210,exact
TECH,TECH-000068,TECH-001267,742,38218853,near
TECH,TECH-000826,TECH-001268,2207,52977271,exact
TECH,TECH-000430,TECH-001269,2093,34914143,formatting
TECH,TECH-000060,TECH-001270,409,20548786,near
TECH,TECH-000141,TECH-001271,796,85253501,near
TECH,TECH-000489,TECH-001272,1860,31225952,exact
TECH,TECH-000685,TECH-001273,2454,78387472,exact
TECH,TECH-000255,TECH-001274,2170,53771746,formatting
TECH,TECH-000329,TECH-001275,85,54988861,near
TECH,TECH-000360,TECH-001276,2509,92720952,near
TECH,TECH-000157,TECH-001277,2715,76597184,near
TECH,TECH-000601,TECH-001278,837,89811209,near
TECH,TECH-000616,TECH-001279,278,62019290,formatting
TECH,TECH-001044,TECH-001280,590,99466466,updated
TECH,TECH-001110,TECH-001281,123,28241849,exact
TECH,TECH-000280,TECH-001282,3,64914054,formatting
TECH,TECH-000553,TECH-001283,2610,86599891,formatting
TECH,TECH-000282,TECH-001284,39,60012498,exact
TECH,TECH-000257,TECH-001285,2040,79752010,exact
TECH,TECH-001006,TECH-001286,1569,33851205,formatting
TECH,TECH-000698,TECH-001287,521,14918680,near
TECH,TECH-000008,TECH-001288,252,69566993,formatting
TECH,TECH-000704,TECH-001289,780,60857535,formatting
TECH,TECH-000011,TECH-001290,406,42292892,near
TECH,TECH-000838,TECH-001291,1722,53634616,formatting
TECH,TECH-000465,TECH-001292,1827,20599735,exact
TECH,TECH-000459,TECH-001293,2958,31744118,near
TECH,TECH-000585,TECH-001294,2857,48065927,updated
TECH,TECH-000006,TECH-001295,1299,49585077,updated
TECH,TECH-000607,TECH-001296,1345,93410225,near
TECH,TECH-000511,TECH-001297,2460,36971737,near
TECH,TECH-000655,TECH-001298,829,44625815,formatting
TECH,TECH-000206,TECH-001299,1141,15021097,near
TECH,TECH-000363,TECH-001300,2043,52549710,near
TECH,TECH-001107,TECH-001301,1904,56379398,near
TECH,TECH-000442,TECH-001302,2867,48662280,updated
TECH,TECH-000632,TECH-001303,1861,87241350,near
TECH,TECH-000400,TECH-001304,1605,84541703,exact
TECH,TECH-000497,TECH-001305,2986,71523036,updated
TECH,TECH-000027,TECH-001306,1811,22330471,formatting
TECH,TECH-000892,TECH-001307,1086,91536470,exact
TECH,TECH-000350,TECH-001308,1823,26947996,exact
TECH,TECH-000208,TECH-001309,1133,60057264,near
TECH,TECH-000186,TECH-001310,2193,19492547,near
TECH,TECH-000412,TECH-001311,682,57778592,exact
TECH,TECH-000988,TECH-001312,1903,70665647,updated
TECH,TECH-000827,TECH-001313,1437,14492483,exact
TECH,TECH-000461,TECH-001314,1923,21477571,exact
TECH,TECH-000685,TECH-001315,2454,78387472,near
TECH,TECH-000825,TECH-001316,1932,89722688,exact
TECH,TECH-000709,TECH-001317,440,87657839,near
TECH,TECH-000619,TECH-001318,808,69715793,updated
TECH,TECH-000818,TECH-001319,2927,57019856,formatting
TECH,TECH-000376,TECH-001320,121,51262331,near
TECH,TECH-001120,TECH-001321,276,12919231,updated
TECH,TECH-001125,TECH-001322,2538,75796428,near
TECH,TECH-000224,TECH-001323,448,22388317,exact
TECH,TECH-000064,TECH-001324,525,20999047,updated
TECH,TECH-001070,TECH-001325,1293,90004656,near
TECH,TECH-000670,TECH-001326,2125,28148594,exact
TECH,TECH-001002,TECH-001327,2290,28894885,updated
TECH,TECH-000011,TECH-001328,406,42292892,exact
TECH,TECH-000206,TECH-001329,1141,15021097,updated
TECH,TECH-000277,TECH-001330,2892,62794884,near
TECH,TECH-000277,TECH-001331,2892,62794884,formatting
TECH,TECH-001091,TECH-001332,1301,17334310,formatting
TECH,TECH-000381,TECH-001333,1795,77191418,exact
TECH,TECH-001096,TECH-001334,2056,42659117,exact
TECH,TECH-000811,TECH-001335,1844,79553479,exact
TECH,TECH-000030,TECH-001336,912,41858513,exact
TECH,TECH-000264,TECH-001337,1658,97371709,exact
TECH,TECH-000587,TECH-001338,922,69372702,formatting
TECH,TECH-000790,TECH-001339,1470,61696348,formatting
TECH,TECH-000942,TECH-001340,364,65353136,formatting
TECH,TECH-000098,TECH-001341,2923,14511005,formatting
TECH,TECH-000173,TECH-001342,2302,12273686,exact
TECH,TECH-000432,TECH-001343,1022,49353426,near
TECH,TECH-000687,TECH-001344,1172,42904667,near
TECH,TECH-000911,TECH-001345,975,38403396,formatting
TECH,TECH-001002,TECH-001346,2290,28894885,formatting
TECH,TECH-000914,TECH-001347,384,72220991,near
TECH,TECH-000566,TECH-001348,1826,58229521,near
TECH,TECH-000027,TECH-001349,1811,22330471,near
TECH,TECH-001016,TECH-001350,303,80491768,exact
TECH,TECH-000925,TECH-001351,400,55324613,near
TECH,TECH-000245,TECH-001352,47,80517332,formatting
TECH,TECH-001092,TECH-001353,648,42056846,formatting
TECH,TECH-000616,TECH-001354,278,62019290,updated
TECH,TECH-000431,TECH-001355,2910,67385857,near
TECH,TECH-000891,TECH-001356,140,21970652,updated
TECH,TECH-000117,TECH-001357,772,64047337,formatting
TECH,TECH-000135,TECH-001358,1712,94856640,near
TECH,TECH-001119,TECH-001359,2087,90547120,near
TECH,TECH-000772,TECH-001360,1189,78040572,exact
TECH,TECH-000884,TECH-001361,2412,32280888,updated
TECH,TECH-000259,TECH-001362,2320,54343467,exact
TECH,TECH-000100,TECH-001363,1439,57560131,exact
TECH,TECH-000427,TECH-001364,1287,46102405,exact
TECH,TECH-000008,TECH-001365,252,69566993,updated
TECH,TECH-000889,TECH-001366,2890,78234708,near
TECH,TECH-000863,TECH-001367,2556,79467412,near
TECH,TECH-000511,TECH-001368,2460,36971737,formatting
TECH,TECH-000032,TECH-001369,30,46160937,formatting
TECH,TECH-000526,TECH-001370,272,17522634,near
TECH,TECH-000706,TECH-001371,2229,97024584,near
TECH,TECH-000207,TECH-001372,1275,77666154,updated
TECH,TECH-000092,TECH-001373,630,20324372,near
TECH,TECH-000341,TECH-001374,2617,25861239,formatting
TECH,TECH-001059,TECH-001375,931,40971850,exact
TECH,TECH-000700,TECH-001376,393,48785862,exact
TECH,TECH-000559,TECH-001377,1468,61159757,exact
TECH,TECH-000313,TECH-001378,754,18990534,updated
TECH,TECH-001053,TECH-001379,2649,86279469,exact
TECH,TECH-000056,TECH-001380,567,97506740,near
TECH,TECH-000220,TECH-001381,2947,44887843,exact
TECH,TECH-001058,TECH-001382,2898,22425993,updated
TECH,TECH-000060,TECH-001383,409,20548786,formatting
TECH,TECH-000898,TECH-001384,1355,36358707,near
TECH,TECH-000657,TECH-001385,2142,79865892,near
TECH,TECH-000213,TECH-001386,319,81393856,formatting
TECH,TECH-000809,TECH-001387,2749,90836216,near
TECH,TECH-000295,TECH-001388,1518,90632613,near
TECH,TECH-000867,TECH-001389,215,62027391,formatting
TECH,TECH-000619,TECH-001390,808,69715793,exact
TECH,TECH-000740,TECH-001391,790,63687857,formatting
TECH,TECH-000484,TECH-001392,24,33535297,near
TECH,TECH-000173,TECH-001393,2302,12273686,near
TECH,TECH-000566,TECH-001394,1826,58229521,near
TECH,TECH-000636,TECH-001395,827,99390140,formatting
TECH,TECH-000886,TECH-001396,1970,44436835,exact
TECH,TECH-000230,TECH-001397,1270,82041503,near
TECH,TECH-000996,TECH-001398,2210,42160084,formatting
TECH,TECH-000738,TECH-001399,2623,92229647,formatting
TECH,TECH-000614,TECH-001400,2417,45611439,near
TECH,TECH-000025,TECH-001401,1302,58913280,exact
TECH,TECH-000451,TECH-001402,1212,24346289,near
TECH,TECH-000258,TECH-001403,2186,79415978,formatting
TECH,TECH-000959,TECH-001404,382,62135687,exact
TECH,TECH-000846,TECH-001405,862,21071555,formatting
TECH,TECH-000200,TECH-001406,1157,21409636,formatting
TECH,TECH-000047,TECH-001407,1329,40930568,near
TECH,TECH-000481,TECH-001408,1210,37425725,near
TECH,TECH-000104,TECH-001409,1122,93757881,formatting
TECH,TECH-000275,TECH-001410,2084,26497914,near
TECH,TECH-001038,TECH-001411,2563,28699996,near
TECH,TECH-000590,TECH-001412,1679,13856812,near
TECH,TECH-000099,TECH-001413,1474,64739517,formatting
TECH,TECH-000058,TECH-001414,1855,71596905,near
TECH,TECH-000920,TECH-001415,2828,54431754,formatting
TECH,TECH-000027,TECH-001416,1811,22330471,near
TECH,TECH-000221,TECH-001417,372,52943014,near
TECH,TECH-000521,TECH-001418,2139,82494405,updated
TECH,TECH-000526,TECH-001419,272,17522634,near
TECH,TECH-000211,TECH-001420,2683,98996499,near
TECH,TECH-000478,TECH-001421,469,31566119,exact
TECH,TECH-001117,TECH-001422,2251,51367965,near
TECH,TECH-000491,TECH-001423,1779,94650751,exact
TECH,TECH-000590,TECH-001424,1679,13856812,near
TECH,TECH-001111,TECH-001425,78,25103503,updated
