canonical_person_id,canonical_full_name,canonical_national_id,canonical_phone,canonical_email,canonical_dob,canonical_gender,canonical_county,canonical_sub_county,canonical_ward,canonical_address
1446,Mutheu Joel Ongeri,81309530,075924317,mutheu.ongeri@hotmail.com,1992-07-11,Male,Kiambu,Lari,Kijabe,"Plot 148, Lane 17, Likoni"
1447,Kamau John Lenguro,59642867,011778289,kamau.lenguro@yahoo.com,1986-10-05,Female,Machakos,Masinga,Muthesya,"House 414, Kikuyu Drive, Kiambu"
1448,Harun Mitei,90237609,079978644,harun.mitei@gmail.com,1974-11-08,Male,Bungoma,Bumula,Bumula,"Plot 371, Lane 15, Ngong"
1449,Kaloki Joy Lubanga,14985525,077947531,kaloki.lubanga@outlook.com,1985-10-08,Female,Mombasa,Nyali,Ziwa la Ng'ombe,"Plot 59, Lane 17, Thika"
1450,Kipkorir Mwikali,68239787,072660575,kipkorir.mwikali@gmail.com,1999-08-24,Male,Turkana,Turkana South,Kalamon,"House 360, Juja Road, Langata"
1451,Rimberia Njuguna,31183862,074247100,rimberia.njuguna@gmail.com,1998-03-09,Female,Turkana,Turkana East,Lokichar,"Plot 200, Lane 17, Ngong"
1452,Kilonzo Koech,73860744,011254584,kilonzo.koech@outlook.com,1977-01-01,Female,Mombasa,Likoni,Bofu,"House 332, Langata Avenue, Outering"
1453,Esther Wanjala,60292368,074336642,esther.wanjala@outlook.com,1960-07-27,Male,Nakuru,Subukia,Waseges,"Plot 250, Lane 19, Kilimani"
1454,Chepngeno Mulwa,18037525,077983290,chepngeno.mulwa@gmail.com,2003-08-25,Male,Trans Nzoia,Kiminini,Nabiswa,"Plot 355, Lane 11, Kasarani"
1455,Eunice Bett,92916784,010184806,eunice.bett@hotmail.com,1998-06-19,Male,Kiambu,Lari,Kijabe,"Plot 132, Lane 14, Kenyatta"
1456,Munyao Okello Kinyua,52524395,076712157,munyao.kinyua@gmail.com,1968-06-24,Male,Machakos,Matungulu,Matungulu West,"House 7, Lenana Street, Westlands"
1457,Mwirigi Erick Kipkemboi,79718531,079731763,mwirigi.kipkemboi@outlook.com,1965-09-19,Male,Bomet,Chepalungu,Kongasis,"Plot 147, Lane 5, Garden Estate"
1458,Gakii Bett,19121702,078385025,gakii.bett@gmail.com,2005-09-27,Female,Kakamega,Butere,Marama South,"Plot 464, Lane 2, Kikuyu"
1459,Naserian Mukhwana,24504338,075111023,naserian.mukhwana@hotmail.com,2002-11-25,Male,Meru,North Imenti,Mweronkanga,"Plot 322, Lane 13, River Road"
1460,Naliaka Kinya Keter,40299882,077259346,naliaka.keter@hotmail.com,1954-04-11,Male,Nyeri,Tetu,Dedan Kimathi,"Plot 304, Lane 5, Kitisuru"
1461,Edward Mulandi,41481296,077571878,edward.mulandi@gmail.com,1978-04-28,Female,Bungoma,Mt. Elgon,Elgon,"House 51, Kasarani Avenue, Moi Avenue"
1462,Eunice Sharon Nabea,14573121,011790379,eunice.nabea@hotmail.com,1951-01-23,Female,Nakuru,Naivasha,Maiella,"Plot 279, Lane 16, Karen"
1463,Stephen Mcharo,95174825,011980857,stephen.mcharo@gmail.com,1986-02-20,Male,Machakos,Kathiani,Upper Kaewa/Iveti,"Plot 48, Lane 14, Athi River"
1464,Rebecca Keter,57270850,079728649,rebecca.keter@gmail.com,1968-03-08,Female,Trans Nzoia,Cherangany,Sitatunga,"Plot 95, Lane 9, Kikuyu"
1465,Ojwang Kasina Mwakisha,20365975,010306542,ojwang.mwakisha@gmail.com,1991-08-01,Male,Kiambu,Lari,Nyanduma,"Plot 153, Lane 19, Ngong"
1466,Zechariah Mukhwana,26122249,073765415,zechariah.mukhwana@outlook.com,1991-08-10,Female,Nairobi,Lang'ata,Mugumu-ini,"House 15, Juja Street, Jogoo"
1467,Kipkoech Nahum Kipchirchir,15043991,079431619,kipkoech.kipchirchir@gmail.com,1989-11-05,Female,Nakuru,Kuresoi North,Nyota,"Plot 122, Lane 9, Uhuru"
1468,Musyoka Rebecca Njoroge,61159757,079200272,musyoka.njoroge@gmail.com,1953-11-10,Female,Turkana,Turkana Central,Lodwar Township,"Plot 244, Lane 17, Ngong"
1469,Senteu Joshua Koech,23238967,074710711,senteu.koech@hotmail.com,1970-04-18,Male,Mombasa,Jomvu,Miritini,"Plot 447, Lane 20, Lavington"
1470,Robert Maina,61696348,074362921,robert.maina@gmail.com,1993-07-22,Male,Nairobi,Dagoretti South,Mutuini,"House 43, Kilimani Drive, Outering"
1471,Gakii Kevin Auma,16018949,075713561,gakii.auma@gmail.com,1977-06-27,Male,Nairobi,Lang'ata,Mugumu-ini,"House 27, Kenyatta Avenue, Karen"
1472,Gathoni Bett,71524281,072589739,gathoni.bett@gmail.com,2003-05-21,Male,Machakos,Machakos Town,Mutituni,"Plot 406, Lane 20, Parklands"
1473,Jebiwott Awuor,37332854,075992271,jebiwott.awuor@gmail.com,1956-11-20,Male,Nakuru,Subukia,Waseges,"Plot 290, Lane 11, Garden Estate"
1474,Ndunge Joel Marete,64739517,076463915,ndunge.marete@outlook.com,1996-01-03,Female,Kiambu,Kabete,Gitaru,"House 330, Moi Avenue Drive, Langata"
1475,Chepkorir Mworoa Jebet,38874287,070753532,chepkorir.jebet@hotmail.com,1978-06-06,Male,Bomet,Bomet East,Merigi,"House 349, Ruaraka Drive, Ngong"
1476,Syokau Wafula Njoroge,28774471,073710405,syokau.njoroge@gmail.com,1977-07-20,Male,Mombasa,Jomvu,Jomvu Kuu,"House 182, Kiambu Road, Garden Estate"
1477,Kinya Patrick Kipkoech,75565298,078561992,kinya.kipkoech@gmail.com,1968-02-22,Male,Nairobi,Dagoretti South,Waithaka,"Plot 92, Lane 10, Karen"
1478,Charity Janet Munyao,43197634,072309980,charity.munyao@outlook.com,1994-06-05,Male,Mombasa,Likoni,Likoni,"Plot 323, Lane 6, Limuru"
1479,Kimeu Mwangolo,24527093,079777463,kimeu.mwangolo@gmail.com,1973-09-27,Female,Trans Nzoia,Kiminini,Waitaluk,"Plot 89, Lane 3, Ruiru"
1480,Kipsang Judy Ombati,89609762,079521352,kipsang.ombati@gmail.com,1981-09-12,Male,Kilifi,Magarini,Sabaki,"Plot 36, Lane 6, Karen"
1481,Charity Anyango Cherono,98988209,070314860,charity.cherono@yahoo.com,1982-08-11,Male,Kisumu,Kisumu East,Manyatta 'B',"Plot 313, Lane 7, Tom Mboya"
1482,Mugo Wairimu Mutisya,93828732,078212707,mugo.mutisya@yahoo.com,1960-10-28,Female,Nyeri,Nyeri Town,Ruring'u,"House 409, Kiambu Road Road, Ruiru"
1483,Kagendo Wanjohi,33053150,011531941,kagendo.wanjohi@gmail.com,1998-12-08,Female,Machakos,Kangundo,Kangundo Central,"Plot 109, Lane 13, Ngong Road"
1484,Martin Ogero,12571720,079202652,martin.ogero@yahoo.com,1969-05-26,Female,Turkana,Loima,Lokiriama/Lorengippi,"Plot 453, Lane 18, Kenyatta"
1485,Syokau Omondi Wekesa,28156328,010986658,syokau.wekesa@gmail.com,1991-08-01,Female,Kisumu,Kisumu East,Manyatta 'B',"Plot 391, Lane 12, Athi River"
1486,Peace Chepkirui,65796147,074566657,peace.chepkirui@outlook.com,1952-04-03,Male,Trans Nzoia,Saboti,Kinyoro,"House 117, Likoni Avenue, Outering"
1487,Deborah Chepkirui,36304716,011497581,deborah.chepkirui@gmail.com,1996-07-23,Male,Kiambu,Kiambu,Riabai,"Plot 95, Lane 5, Limuru"
1488,John Kerubo Rimberia,56509909,072225079,john.rimberia@yahoo.com,2003-07-10,Female,Nairobi,Lang'ata,Mugumu-ini,"House 101, Parklands Road, Kiambu"
1489,Kioko Mukhwana Koross,43915764,071117318,kioko.koross@yahoo.com,2004-11-13,Male,Kiambu,Limuru,Ndeiya,"Plot 478, Lane 3, Athi River"
1490,Kevin Sigei,36103070,070926219,kevin.sigei@gmail.com,1985-08-20,Male,Bungoma,Kabuchai,Kabuchai/Chwele,"House 88, Juja Drive, Mugumo"
1491,Munyao David Mwirigi,30164072,076130669,munyao.mwirigi@outlook.com,1971-03-17,Male,Mombasa,Kisauni,Mtopanga,"Plot 399, Lane 1, Waiyaki"
1492,Mwangi Kerubo Awuor,48333001,011884796,mwangi.awuor@hotmail.com,1989-12-03,Female,Nairobi,Westlands,Parklands,"House 13, Kangundo Street, Karen"
1493,Kerubo Awiti,92850903,010476831,kerubo.awiti@gmail.com,1999-11-25,Male,Turkana,Turkana South,Kalamon,"House 278, Kangundo Drive, Moi Avenue"
1494,Nanjala Mutwiri Kipchumba,78313344,076455265,nanjala.kipchumba@gmail.com,2001-03-27,Female,Nairobi,Kibra,Laini Saba,"Plot 326, Lane 19, Garden Estate"
1495,Masinde Olela,94956292,077719584,masinde.olela@gmail.com,1951-06-01,Male,Turkana,Turkana Central,Kanamkemer,"Plot 445, Lane 8, Kilimani"
1496,Mukami Mugo,80629700,011446496,mukami.mugo@hotmail.com,2002-11-14,Male,Kiambu,Ruiru,Gatong'ora,"House 8, Ngong Avenue, Ruaraka"
1497,Rebecca Mwendwa,80650431,075187734,rebecca.mwendwa@outlook.com,1990-02-26,Male,Nairobi,Dagoretti South,Riruta,"Plot 422, Lane 16, Likoni"
1498,Adhiambo Mugo Githua,27668895,073903108,adhiambo.githua@outlook.com,1986-10-13,Male,Mombasa,Likoni,Tsimba,"Plot 402, Lane 2, Kileleshwa"
1499,Brenda Kimutai,46863203,077637483,brenda.kimutai@outlook.com,1999-09-03,Female,Nyeri,Kieni,Thegu,"House 256, Langata Drive, Waiyaki"
1500,Okello Habakkuk Mohamed,33179292,074759627,okello.mohamed@hotmail.com,2000-12-08,Male,Nairobi,Dagoretti South,Riruta,"House 273, Tom Mboya Avenue, Athi River"
1501,Kanana Mwaura,21984212,010190858,kanana.mwaura@gmail.com,1997-07-28,Male,Kakamega,Ikolomani,Idakho South,"House 199, Tom Mboya Drive, Kileleshwa"
1502,Rimberia Nafula,17482979,075487850,rimberia.nafula@gmail.com,1963-08-06,Male,Nairobi,Dagoretti North,Kileleshwa,"Plot 79, Lane 19, River Road"
1503,Malachi Rose Chepngeno,28008622,071831440,malachi.chepngeno@yahoo.com,1986-04-27,Female,Nakuru,Kuresoi South,Amalo,"House 21, Waiyaki Avenue, Kangundo"
1504,Teresa Katua,25049281,071962118,teresa.katua@gmail.com,2001-02-17,Female,Machakos,Machakos Town,Mua,"Plot 392, Lane 14, Ngong"
1505,Cynthia Otieno Kangogo,79218993,076168766,cynthia.kangogo@yahoo.com,1982-11-17,Female,Meru,Tigania West,Athwana,"House 144, Kenyatta Street, Karen"
1506,Otieno Ronald Simiyu,56264215,078424300,otieno.simiyu@outlook.com,1976-11-27,Male,Nairobi,Dagoretti South,Mutuini,"House 171, Ngong Road Street, Uhuru"
1507,Wamalwa Gitonga,80019294,076379678,wamalwa.gitonga@yahoo.com,1975-07-19,Male,Trans Nzoia,Kiminini,Hospital,"House 200, Likoni Drive, Ngong"
1508,Naliaka David Mwinyi,31992370,011566254,naliaka.mwinyi@outlook.com,1977-09-26,Female,Turkana,Turkana Central,Kalokol,"Plot 221, Lane 10, Kiambu Road"
1509,Awiti Kiprotich,12946241,071352455,awiti.kiprotich@gmail.com,1983-09-28,Female,Nakuru,Naivasha,Hells Gate,"House 480, Kasarani Road, Westlands"
1510,Otieno Ogero,11544791,073420663,otieno.ogero@gmail.com,1985-09-10,Male,Kilifi,Kilifi South,Mwarakaya,"House 444, Westlands Avenue, Lavington"
1511,Jane Sarah Ndegwa,25851419,071888900,jane.ndegwa@gmail.com,1969-12-06,Female,Nakuru,Molo,Elburgon,"House 372, Westlands Road, Kilimani"
1512,Nyambane Njuguna,60247355,011570627,nyambane.njuguna@hotmail.com,1978-03-01,Female,Kiambu,Limuru,Ndeiya,"House 422, Kasarani Street, Kikuyu"
1513,Kipkemboi Oduya,74642957,075540867,kipkemboi.oduya@gmail.com,1970-07-13,Male,Nyeri,Mathira,Magutu,"House 60, Kikuyu Avenue, Jogoo"
1514,Thomas Nganga,88084025,072390495,thomas.nganga@gmail.com,1971-09-22,Female,Nairobi,Kasarani,Ruai,"Plot 47, Lane 5, Lenana"
1515,Beatrice Anna Kilonzo,36419131,079567426,beatrice.kilonzo@yahoo.com,2005-01-07,Female,Nairobi,Kibra,Woodley,"House 250, Kikuyu Drive, Ruaraka"
1516,Chepkirui Gakii Ndegwa,64621853,075197143,chepkirui.ndegwa@yahoo.com,1979-02-12,Male,Kiambu,Ruiru,Gatong'ora,"House 347, Mombasa Road Street, Westlands"
1517,Rachel Samuel Ondieki,59605793,011272972,rachel.ondieki@gmail.com,1993-05-13,Male,Bomet,Bomet East,Longisa,"Plot 368, Lane 15, Lenana"
1518,Chepkirui Kagwe,90632613,078153996,chepkirui.kagwe@gmail.com,1974-08-22,Male,Nakuru,Kuresoi North,Sirikwa,"Plot 127, Lane 7, Ruaraka"
1519,Emily Irene Mukhwana,76739837,073244922,emily.mukhwana@yahoo.com,1993-09-09,Male,Bungoma,Webuye West,Matulo,"House 462, Kangundo Drive, Kileleshwa"
1520,Adhiambo Collins Kioko,49059332,076855497,adhiambo.kioko@hotmail.com,1981-10-19,Male,Kisumu,Kisumu West,North Kisumu,"House 200, Jogoo Street, Waiyaki"
1521,Kiprop Auma Wairimu,55799693,010201026,kiprop.wairimu@hotmail.com,1976-02-07,Male,Kakamega,Butere,Marama West,"Plot 431, Lane 13, Mombasa Road"
1522,Gathoni Isaac Ombati,78380880,011400872,gathoni.ombati@gmail.com,2001-09-10,Female,Kakamega,Matungu,Koyonzo,"Plot 72, Lane 8, Karen"
1523,Jane Kanampiu Mwirigi,37653315,071242806,jane.mwirigi@yahoo.com,1956-06-17,Female,Mombasa,Likoni,Shika Adabu,"Plot 11, Lane 4, Karen"
1524,Faith Mitei,68802124,071208111,faith.mitei@gmail.com,2001-12-14,Female,Kilifi,Magarini,Adu,"Plot 345, Lane 10, Ruiru"
1525,Muthoka Koech,56299841,078846602,muthoka.koech@gmail.com,1990-12-26,Male,Mombasa,Changamwe,Chaani,"Plot 311, Lane 10, Westlands"
1526,Mercy Leshan,10354523,011869591,mercy.leshan@yahoo.com,2001-11-21,Female,Kilifi,Kilifi South,Mwarakaya,"Plot 74, Lane 11, Likoni"
1527,Jebet Cecilia Otula,88710290,073703834,jebet.otula@outlook.com,1992-09-19,Male,Kisumu,Kisumu Central,Nyalenda 'B',"Plot 435, Lane 1, Westlands"
1528,Zephaniah Muthuri,77465708,075584492,zephaniah.muthuri@outlook.com,1961-04-04,Female,Kakamega,Matungu,Khalaba,"Plot 353, Lane 11, Kiambu"
1529,Mark Moses Marete,63223998,011766347,mark.marete@hotmail.com,1965-10-28,Female,Bomet,Bomet East,Kembu,"Plot 5, Lane 1, Waiyaki"
1530,Momanyi Kipsang Mokua,96194417,011248148,momanyi.mokua@hotmail.com,1987-06-02,Male,Nairobi,Dagoretti South,Mutuini,"Plot 208, Lane 18, Ruaraka"
1531,Ombati Mutheu Mitei,50450560,078797002,ombati.mitei@yahoo.com,1980-10-21,Female,Machakos,Mavoko,Athi River,"Plot 325, Lane 17, Argwings Kodhek"
1532,Adhiambo Mwangolo,47697940,074368562,adhiambo.mwangolo@gmail.com,1961-02-22,Female,Kiambu,Lari,Kinale,"House 188, Moi Avenue Avenue, Outering"
1533,Wachira Matthew Ndegwa,35849313,076146370,wachira.ndegwa@gmail.com,1988-08-03,Female,Kiambu,Lari,Kijabe,"Plot 274, Lane 13, Lavington"
1534,Eunice Syombua Kiarie,83907211,079235961,eunice.kiarie@hotmail.com,2003-06-17,Female,Kakamega,Matungu,Khalaba,"Plot 12, Lane 11, Moi Avenue"
1535,Mary Mark Mwakisha,47549647,010817307,mary.mwakisha@gmail.com,2004-10-25,Female,Kisumu,Kisumu West,North Kisumu,"Plot 397, Lane 1, Thika Superhighway"
1536,Muthaa Mworoa,42211908,071737504,muthaa.mworoa@outlook.com,1967-03-15,Male,Kilifi,Magarini,Adu,"Plot 148, Lane 19, Karen"
1537,Mutua Kinyua,75959809,073557969,mutua.kinyua@gmail.com,1986-05-04,Male,Mombasa,Likoni,Mtongwe,"Plot 328, Lane 1, Jogoo"
1538,Kipngetich Awino Gichuki,87876113,072588710,kipngetich.gichuki@outlook.com,1959-04-21,Male,Kakamega,Shinyalu,Isukha Central,"Plot 39, Lane 10, Tom Mboya"
1539,Khaemba Mwangi Keter,78572190,011335121,khaemba.keter@gmail.com,1969-12-13,Female,Nakuru,Nakuru Town West,Rhoda,"House 326, Kangundo Drive, Kasarani"
1540,Robert Silas Ndunda,66937686,075980671,robert.ndunda@yahoo.com,2001-10-15,Female,Mombasa,Nyali,Ziwa la Ng'ombe,"House 21, Outering Avenue, Kitisuru"
1541,Jonah Mbaka,55342937,077154732,jonah.mbaka@gmail.com,1978-06-09,Female,Kilifi,Kilifi North,Watamu,"House 42, Lenana Street, Kiambu"
1542,Benjamin Ngeno,17403416,078648009,benjamin.ngeno@yahoo.com,1987-08-20,Female,Meru,Igembe Central,Akachiu,"House 97, Likoni Road, Thika"
1543,Erick Olela,49345327,079654100,erick.olela@yahoo.com,1966-05-07,Male,Kakamega,Lugari,Manda/Shivanga,"House 214, Kenyatta Drive, Kileleshwa"
1544,Allan Awino Githinji,78559883,077224538,allan.githinji@gmail.com,2005-12-20,Female,Kisumu,Nyando,Awasi/Onjiko,"Plot 415, Lane 17, Kangundo"
1545,Okoth Mokua,44462133,071392369,okoth.mokua@gmail.com,1962-06-03,Female,Kilifi,Kilifi South,Mwarakaya,"Plot 187, Lane 14, Ngong Road"
1546,Joy Rweria Maina,45152963,073441390,joy.maina@gmail.com,1989-01-03,Female,Turkana,Turkana North,Kaikor,"Plot 204, Lane 1, Langata"
1547,Gitobu Katua,52459428,073462912,gitobu.katua@hotmail.com,1984-04-12,Female,Meru,Igembe Central,Kiegoi,"Plot 107, Lane 20, Tom Mboya"
1548,Aaron Wanyonyi Salim,87290551,011265917,aaron.salim@yahoo.com,2000-02-13,Female,Nyeri,Kieni,Thegu,"House 419, Kiambu Drive, Moi Avenue"
1549,Kamau Ombati Gichuru,81404599,071637223,kamau.gichuru@gmail.com,1976-03-09,Male,Nakuru,Molo,Molo,"Plot 231, Lane 19, Ruaraka"
1550,Nicholas Jebiwott Simiyu,82935310,077854483,nicholas.simiyu@gmail.com,1984-11-01,Male,Bungoma,Mt. Elgon,Elgon,"House 137, Kenyatta Drive, Kileleshwa"
1551,Ezekiel Agnes Mwangi,96244314,074775133,ezekiel.mwangi@hotmail.com,1991-11-21,Male,Kakamega,Matungu,Kholera,"Plot 464, Lane 5, Karen"
1552,Ann Koech,47248849,074588213,ann.koech@gmail.com,1996-04-09,Female,Kiambu,Kiambu,Riabai,"House 342, Athi River Drive, Waiyaki"
1553,Wairimu Osebe,91023692,077606275,wairimu.osebe@gmail.com,1971-12-18,Female,Bungoma,Webuye East,Maraka,"Plot 467, Lane 6, Kitisuru"
1554,Kipsang Nabwire,88445646,072550521,kipsang.nabwire@gmail.com,1993-11-22,Female,Kiambu,Githunguri,Ngewa,"Plot 373, Lane 18, Thika"
1555,Nduku Kanana Kimutai,75916227,079185982,nduku.kimutai@gmail.com,1973-10-05,Male,Uasin Gishu,Kapseret,Simat/Kapseret,"Plot 45, Lane 6, Kiambu Road"
1556,Wairimu Muthoni Koross,11684313,073604543,wairimu.koross@outlook.com,1992-06-02,Male,Trans Nzoia,Cherangany,Kaplamai,"Plot 196, Lane 17, Mombasa Road"
1557,Rimberia Catherine Kibathi,24761278,075711013,rimberia.kibathi@hotmail.com,1986-09-24,Female,Mombasa,Nyali,Ziwa la Ng'ombe,"Plot 387, Lane 11, Kitisuru"
1558,Awiti Kivuva,68964116,010786842,awiti.kivuva@gmail.com,2006-10-26,Female,Nairobi,Kasarani,Kamulu,"Plot 188, Lane 13, Langata"
1559,Nekesa Mwakisha,99484103,073668297,nekesa.mwakisha@gmail.com,1974-05-05,Male,Nyeri,Tetu,Wamagana,"House 318, Thika Superhighway Avenue, Outering"
1560,Adoyo Ojwang,45414811,070901649,adoyo.ojwang@outlook.com,1977-01-04,Male,Kilifi,Kilifi North,Dabaso,"Plot 85, Lane 9, Garden Estate"
1561,Gakunyi Kinyua Wanyonyi,96095674,073382820,gakunyi.wanyonyi@gmail.com,1975-10-07,Female,Nairobi,Dagoretti South,Waithaka,"Plot 269, Lane 3, Kilimani"
1562,Wambui Mulandi,41897383,011150525,wambui.mulandi@gmail.com,2005-10-19,Female,Nairobi,Lang'ata,Mugumu-ini,"Plot 60, Lane 15, Thika Superhighway"
1563,Jonah Nasimiyu,57495176,011474730,jonah.nasimiyu@outlook.com,1987-09-12,Male,Nyeri,Nyeri Town,Rware,"House 132, Tom Mboya Street, Ngong Road"
1564,Kimeu Emily Njoroge,26195804,077874459,kimeu.njoroge@gmail.com,1994-06-11,Male,Trans Nzoia,Cherangany,Sitatunga,"House 85, Parklands Drive, Ruiru"
1565,Esther Judith Chepkwony,52354648,077196954,esther.chepkwony@gmail.com,1999-09-10,Male,Bungoma,Kimilili,Maeni,"Plot 33, Lane 20, River Road"
1566,Ruth Simiyu,92546596,077956360,ruth.simiyu@outlook.com,1961-10-26,Female,Trans Nzoia,Kwanza,Bidii,"Plot 381, Lane 12, Tom Mboya"
1567,Kagwiria Jepkorir,73457995,077677411,kagwiria.jepkorir@gmail.com,1983-10-14,Male,Meru,Igembe South,Mau/Antuamburi,"Plot 236, Lane 14, Kiambu"
1568,Florence Mutwiri Kiarie,28327026,077986319,florence.kiarie@hotmail.com,2006-09-05,Male,Kiambu,Kabete,Muguga,"Plot 86, Lane 8, Kilimani"
1569,Nahum Rachel Okello,33851205,011682534,nahum.okello@hotmail.com,1991-09-09,Female,Kisumu,Nyakach,North Nyakach,"Plot 148, Lane 4, Tom Mboya"
1570,Naliaka Kasina,84099045,011919420,naliaka.kasina@yahoo.com,1971-03-28,Male,Turkana,Turkana East,Lokori/Kochodin,"House 135, Ngong Road Road, Ruaraka"
1571,Diana Kasina,88103477,011845900,diana.kasina@gmail.com,1983-02-04,Female,Mombasa,Mvita,Tudor,"House 157, Lavington Drive, Langata"
1572,Eunice Kimeu Cheruiyot,98861366,011301971,eunice.cheruiyot@outlook.com,1980-02-26,Male,Uasin Gishu,Kapseret,Langas,"Plot 34, Lane 5, Westlands"
1573,Kinyua Mukhwana Gacheru,14145039,010903188,kinyua.gacheru@gmail.com,2004-03-21,Male,Trans Nzoia,Saboti,Machewa,"Plot 461, Lane 13, Tom Mboya"
1574,Syokau Brenda Opiyo,82987126,078123300,syokau.opiyo@gmail.com,1972-12-23,Female,Kakamega,Ikolomani,Idakho Central,"Plot 160, Lane 12, Kiambu Road"
1575,Alexander Wambui,45616644,010945565,alexander.wambui@gmail.com,1962-03-05,Male,Kiambu,Kabete,Nyathuna,"Plot 143, Lane 10, Mombasa Road"
1576,Muriuki Omondi Wamuyu,74377393,071330075,muriuki.wamuyu@gmail.com,1971-09-05,Male,Kakamega,Butere,Marama South,"House 109, Ruiru Avenue, Thika"
1577,Kebaso Bett,38703415,074519780,kebaso.bett@yahoo.com,1997-06-07,Male,Kisumu,Nyakach,South West Nyakach,"Plot 478, Lane 19, Garden Estate"
1578,Ojwang Harun Nekesa,77407734,075514480,ojwang.nekesa@outlook.com,1965-08-23,Male,Bungoma,Kabuchai,Mukuyuni,"House 118, Kikuyu Road, Waiyaki"
1579,Grace Kamau Kipkorir,21980102,072787278,grace.kipkorir@gmail.com,1999-11-26,Female,Kisumu,Nyando,Kabonyo/Kanyagwal,"Plot 105, Lane 2, Kileleshwa"
1580,Anna Muthama,16124081,011957119,anna.muthama@yahoo.com,1958-09-06,Female,Kisumu,Seme,North Seme,"House 31, Juja Road, Mombasa Road"
1581,Hannah Kipsang,16952045,071269653,hannah.kipsang@gmail.com,2006-07-24,Male,Kiambu,Limuru,Limuru Central,"Plot 219, Lane 11, Kilimani"
1582,Nicholas Kipkirui,31840594,071515916,nicholas.kipkirui@outlook.com,1981-09-27,Female,Nakuru,Kuresoi North,Sirikwa,"House 199, Mugumo Avenue, Kiambu"
1583,Miriam Matoke,11951278,071132654,miriam.matoke@gmail.com,1998-12-06,Female,Kisumu,Kisumu Central,Shauri Moyo,"Plot 161, Lane 7, Lavington"
1584,Rweria Catherine Kivuva,86520791,079337809,rweria.kivuva@yahoo.com,1990-09-28,Male,Nairobi,Dagoretti South,Waithaka,"House 179, Lenana Road, Kileleshwa"
1585,Awino Kipkoech,63765189,079717384,awino.kipkoech@outlook.com,1990-11-07,Female,Mombasa,Likoni,Mtongwe,"Plot 284, Lane 1, River Road"
1586,Moses Robert Chepkirui,47334460,071554479,moses.chepkirui@gmail.com,1964-07-24,Male,Kakamega,Ikolomani,Idakho East,"Plot 351, Lane 13, Karen"
1587,Agnes Joel Muriuki,83502837,072429784,agnes.muriuki@gmail.com,1995-04-06,Male,Nakuru,Nakuru Town East,Biashara,"House 85, Parklands Street, Kitisuru"
1588,Elijah Gitobu Kanampiu,27375659,073916532,elijah.kanampiu@yahoo.com,1986-05-11,Female,Kilifi,Ganze,Bamba,"Plot 384, Lane 1, Kangundo"
1589,Margaret Githinji,61830999,079213320,margaret.githinji@yahoo.com,1979-07-13,Female,Kakamega,Mumias West,Etenje,"Plot 293, Lane 5, Kikuyu"
1590,Wanjiru Cynthia Mwinyi,53241940,076834479,wanjiru.mwinyi@hotmail.com,2000-09-10,Male,Kiambu,Ruiru,Kiuu,"House 215, Thika Superhighway Drive, Ngong"
1591,Jonathan Agnes Kenei,12827313,078907691,jonathan.kenei@outlook.com,1998-03-01,Male,Bomet,Sotik,Ndanai/Abosi,"Plot 275, Lane 16, Kangundo"
1592,Wanjiru Anyango,52982976,078959076,wanjiru.anyango@gmail.com,1954-03-08,Female,Kiambu,Ruiru,Kahawa Sukari,"Plot 71, Lane 13, Kenyatta"
1593,Victor Wekesa Mungai,78320452,076306367,victor.mungai@gmail.com,1953-11-08,Male,Kakamega,Khwisero,Kisa East,"House 177, Parklands Avenue, Kenyatta"
1594,Kimeu Hannah Nyambane,96939740,070650144,kimeu.nyambane@gmail.com,1987-04-05,Male,Meru,Igembe South,Athiru Ruujine,"Plot 127, Lane 15, Garden Estate"
1595,Jonah Nzioka,15002845,072358626,jonah.nzioka@yahoo.com,1981-05-26,Male,Machakos,Kathiani,Lower Kaewa/Iveti,"House 195, Mombasa Road Street, Athi River"
1596,Gakii Janet Mwakisha,53986248,076221468,gakii.mwakisha@hotmail.com,1994-08-05,Male,Nairobi,Lang'ata,Karen,"Plot 229, Lane 11, Ruiru"
1597,Joel Kamande,75525207,010615547,joel.kamande@yahoo.com,1981-01-08,Male,Nairobi,Dagoretti North,Gatina,"House 346, Thika Road, Langata"
1598,Marete Bosibori Anyango,69193036,011330735,marete.anyango@gmail.com,1972-12-01,Female,Bungoma,Kanduyi,East Sang'alo,"House 56, Outering Drive, Kasarani"
1599,Wachira Mwirigi Muthoka,67561766,077689083,wachira.muthoka@gmail.com,1984-04-18,Male,Nairobi,Lang'ata,Nyayo Highrise,"Plot 280, Lane 2, Kenyatta"
1600,Mutua Harun Kipkoech,40676127,070872321,mutua.kipkoech@gmail.com,1968-08-05,Female,Nakuru,Kuresoi South,Keringet,"Plot 68, Lane 16, Kitisuru"
1601,Kevin Cheruiyot,41387892,078266394,kevin.cheruiyot@gmail.com,1979-10-15,Male,Nairobi,Lang'ata,South C,"Plot 359, Lane 1, Outering"
1602,Alice Jonathan Juma,31245020,079231939,alice.juma@yahoo.com,1972-04-13,Male,Bungoma,Webuye East,Mihuu,"Plot 466, Lane 1, Kasarani"
1603,Mwende Zephaniah Owuor,21872464,079308526,mwende.owuor@gmail.com,1964-05-21,Male,Nakuru,Kuresoi North,Sirikwa,"Plot 394, Lane 16, Mombasa Road"
