programme,beneficiary_id,canonical_person_id,canonical_national_id
PLUS,PLUS-000115,1616,10016145
PLUS,PLUS-000116,2917,82914021
PLUS,PLUS-000117,1562,41897383
PLUS,PLUS-000118,2955,28282183
PLUS,PLUS-000119,1813,39450832
PLUS,PLUS-000120,1341,28865768
PLUS,PLUS-000121,1692,62193650
PLUS,PLUS-000122,1359,98451307
PLUS,PLUS-000123,2385,27627784
PLUS,PLUS-000124,2914,98826024
PLUS,PLUS-000125,383,47117787
PLUS,PLUS-000126,1726,60455763
PLUS,PLUS-000127,1899,93415939
PLUS,PLUS-000128,2044,42400492
PLUS,PLUS-000129,167,88380820
PLUS,PLUS-000130,3,64914054
PLUS,PLUS-000131,2495,23756993
PLUS,PLUS-000132,2411,38554192
PLUS,PLUS-000133,425,76183001
PLUS,PLUS-000134,2069,58294486
PLUS,PLUS-000135,963,12135165
PLUS,PLUS-000136,2334,10853065
PLUS,PLUS-000137,1226,96025578
PLUS,PLUS-000138,2070,51940537
PLUS,PLUS-000139,221,68719406
PLUS,PLUS-000140,2239,74554953
PLUS,PLUS-000141,393,48785862
PLUS,PLUS-000142,2659,55049676
PLUS,PLUS-000143,114,40438156
PLUS,PLUS-000144,1494,78313344
PLUS,PLUS-000145,1636,75910139
PLUS,PLUS-000146,2274,20985043
PLUS,PLUS-000147,266,89646079
PLUS,PLUS-000148,402,70053039
PLUS,PLUS-000149,805,83362808
PLUS,PLUS-000150,350,89648700
PLUS,PLUS-000151,2828,54431754
PLUS,PLUS-000152,2600,79523642
PLUS,PLUS-000153,482,31958106
PLUS,PLUS-000154,1034,68833120
PLUS,PLUS-000155,2005,91037151
PLUS,PLUS-000156,1360,43091057
PLUS,PLUS-000157,2035,95667481
PLUS,PLUS-000158,2082,44831935
PLUS,PLUS-000159,1454,18037525
PLUS,PLUS-000160,2140,49707312
PLUS,PLUS-000161,333,40563463
PLUS,PLUS-000162,2840,57277284
PLUS,PLUS-000163,1472,71524281
PLUS,PLUS-000164,2844,79805302
PLUS,PLUS-000165,2241,51575089
PLUS,PLUS-000166,1194,60524625
PLUS,PLUS-000167,2788,69082766
PLUS,PLUS-000168,1822,69843840
PLUS,PLUS-000169,1095,46797799
PLUS,PLUS-000170,693,41523901
PLUS,PLUS-000171,1107,39398504
PLUS,PLUS-000172,1519,76739837
PLUS,PLUS-000173,2678,25952450
PLUS,PLUS-000174,1621,23330923
PLUS,PLUS-000175,2191,39096346
PLUS,PLUS-000176,77,62731823
PLUS,PLUS-000177,19,37868462
PLUS,PLUS-000178,1234,71631699
PLUS,PLUS-000179,2466,79509204
PLUS,PLUS-000180,2337,89627368
PLUS,PLUS-000181,2493,70081394
PLUS,PLUS-000182,1533,35849313
PLUS,PLUS-000183,1239,60267929
PLUS,PLUS-000184,102,61378412
PLUS,PLUS-000185,2132,38186515
PLUS,PLUS-000186,2476,63287172
PLUS,PLUS-000187,2232,18537725
PLUS,PLUS-000188,2112,60890181
PLUS,PLUS-000189,809,18158813
PLUS,PLUS-000190,2663,47628190
PLUS,PLUS-000191,2571,55562227
PLUS,PLUS-000192,1439,57560131
PLUS,PLUS-000193,2412,32280888
PLUS,PLUS-000194,2205,53558017
PLUS,PLUS-000195,1547,52459428
PLUS,PLUS-000196,2757,90824141
PLUS,PLUS-000197,1935,74318409
PLUS,PLUS-000198,1397,73841910
PLUS,PLUS-000199,1079,99543733
PLUS,PLUS-000200,752,18815479
PLUS,PLUS-000201,1299,49585077
PLUS,PLUS-000202,2904,79886887
PLUS,PLUS-000203,672,83206688
PLUS,PLUS-000204,2534,14305217
PLUS,PLUS-000205,2587,45488502
PLUS,PLUS-000206,1135,82978165
PLUS,PLUS-000207,630,20324372
PLUS,PLUS-000208,2770,78238599
PLUS,PLUS-000209,1723,67327320
PLUS,PLUS-000210,2702,46799123
PLUS,PLUS-000211,1857,77953970
PLUS,PLUS-000212,1217,22740257
PLUS,PLUS-000213,2536,50253181
PLUS,PLUS-000214,2450,84711718
PLUS,PLUS-000215,1600,40676127
PLUS,PLUS-000216,1878,68152649
PLUS,PLUS-000217,441,45545064
PLUS,PLUS-000218,775,17266411
PLUS,PLUS-000219,2307,14708370
PLUS,PLUS-000220,736,87112395
PLUS,PLUS-000221,1676,83018930
PLUS,PLUS-000222,2259,30513743
PLUS,PLUS-000223,2356,84379601
PLUS,PLUS-000224,2907,95347156
PLUS,PLUS-000225,611,50833796
PLUS,PLUS-000226,185,63709262
PLUS,PLUS-000227,2143,77177290
PLUS,PLUS-000228,1772,52112003
PLUS,PLUS-000229,925,75515175
PLUS,PLUS-000230,14,63415303
PLUS,PLUS-000231,1942,41071321
PLUS,PLUS-000232,1308,12770043
PLUS,PLUS-000233,207,24272571
PLUS,PLUS-000234,884,60850210
PLUS,PLUS-000235,2170,53771746
PLUS,PLUS-000236,2345,40540451
PLUS,PLUS-000237,2092,68353816
PLUS,PLUS-000238,1653,83676377
PLUS,PLUS-000239,1716,46419627
PLUS,PLUS-000240,565,62025032
PLUS,PLUS-000241,2629,96974887
PLUS,PLUS-000242,2460,36971737
PLUS,PLUS-000243,394,87420166
PLUS,PLUS-000244,1229,60671655
PLUS,PLUS-000245,1781,79325387
PLUS,PLUS-000246,2229,97024584
PLUS,PLUS-000247,45,48468887
PLUS,PLUS-000248,758,61944504
PLUS,PLUS-000249,2237,38410379
PLUS,PLUS-000250,2972,88091841
PLUS,PLUS-000251,2787,10341866
PLUS,PLUS-000252,751,19999329
PLUS,PLUS-000253,175,16531664
PLUS,PLUS-000254,299,10852813
PLUS,PLUS-000255,2881,92761466
PLUS,PLUS-000256,2895,30947020
PLUS,PLUS-000257,1149,51101764
PLUS,PLUS-000258,1000,77350535
PLUS,PLUS-000259,1996,14053301
PLUS,PLUS-000260,2738,36970791
PLUS,PLUS-000261,389,37402375
PLUS,PLUS-000262,1410,31168076
PLUS,PLUS-000263,1752,67735664
PLUS,PLUS-000264,848,45668220
PLUS,PLUS-000265,1211,42304973
PLUS,PLUS-000266,2284,15932500
PLUS,PLUS-000267,1334,84003335
PLUS,PLUS-000268,385,61617675
PLUS,PLUS-000269,2278,11083382
PLUS,PLUS-000270,2518,18178128
PLUS,PLUS-000271,84,79386491
PLUS,PLUS-000272,1762,29886386
PLUS,PLUS-000273,2482,78683307
PLUS,PLUS-000274,2386,86149917
PLUS,PLUS-000275,1847,74492536
PLUS,PLUS-000276,1712,94856640
PLUS,PLUS-000277,2613,37762436
PLUS,PLUS-000278,2983,93620256
PLUS,PLUS-000279,2568,38434784
PLUS,PLUS-000280,452,58537393
PLUS,PLUS-000281,749,67601447
PLUS,PLUS-000282,2283,76977281
PLUS,PLUS-000283,631,88536501
PLUS,PLUS-000284,563,65459928
PLUS,PLUS-000285,2812,14478997
PLUS,PLUS-000286,298,14306243
PLUS,PLUS-000287,68,60782359
PLUS,PLUS-000288,769,58573820
PLUS,PLUS-000289,861,34996513
PLUS,PLUS-000290,2882,58182841
PLUS,PLUS-000291,345,72505408
PLUS,PLUS-000292,695,31043077
PLUS,PLUS-000293,2358,87034382
PLUS,PLUS-000294,1325,66934872
PLUS,PLUS-000295,2700,86299547
PLUS,PLUS-000296,2638,97978959
PLUS,PLUS-000297,2906,42854392
PLUS,PLUS-000298,1418,30847169
PLUS,PLUS-000299,2897,46389263
PLUS,PLUS-000300,852,89714295
PLUS,PLUS-000301,124,32645646
PLUS,PLUS-000302,584,18524087
PLUS,PLUS-000303,2304,35431755
PLUS,PLUS-000304,977,29024449
PLUS,PLUS-000305,614,50827124
PLUS,PLUS-000306,549,83508869
PLUS,PLUS-000307,969,85127595
PLUS,PLUS-000308,487,42835306
PLUS,PLUS-000309,2594,18579673
PLUS,PLUS-000310,1322,86828416
PLUS,PLUS-000311,689,11099317
PLUS,PLUS-000312,227,70317901
PLUS,PLUS-000313,213,96791517
PLUS,PLUS-000314,2115,13145430
PLUS,PLUS-000315,2875,66772359
PLUS,PLUS-000316,1552,47248849
PLUS,PLUS-000317,876,31914709
PLUS,PLUS-000318,486,74220011
PLUS,PLUS-000319,554,83691032
PLUS,PLUS-000320,734,44845000
PLUS,PLUS-000321,2480,68361406
PLUS,PLUS-000322,548,93403051
PLUS,PLUS-000323,2083,41891276
PLUS,PLUS-000324,2779,13680680
PLUS,PLUS-000325,683,11502307
PLUS,PLUS-000326,817,67937221
PLUS,PLUS-000327,428,25457874
PLUS,PLUS-000328,1948,43296039
PLUS,PLUS-000329,173,18958209
PLUS,PLUS-000330,1204,73156467
PLUS,PLUS-000331,2001,69686509
PLUS,PLUS-000332,2982,20135745
PLUS,PLUS-000333,468,87525372
PLUS,PLUS-000334,1388,49514786
PLUS,PLUS-000335,2641,31883041
PLUS,PLUS-000336,2041,68606757
PLUS,PLUS-000337,1744,58066313
PLUS,PLUS-000338,42,90524080
PLUS,PLUS-000339,1804,11123267
PLUS,PLUS-000340,2010,95190598
PLUS,PLUS-000341,2455,60556251
PLUS,PLUS-000342,830,64643199
PLUS,PLUS-000343,1163,32894591
PLUS,PLUS-000344,680,51570260
PLUS,PLUS-000345,2697,36397799
PLUS,PLUS-000346,1598,69193036
PLUS,PLUS-000347,485,14665196
PLUS,PLUS-000348,1690,24131536
PLUS,PLUS-000349,1063,53300586
PLUS,PLUS-000350,1627,75817532
PLUS,PLUS-000351,368,54044033
PLUS,PLUS-000352,451,14456047
PLUS,PLUS-000353,1546,45152963
PLUS,PLUS-000354,2926,88619356
PLUS,PLUS-000355,1470,61696348
PLUS,PLUS-000356,226,22343983
PLUS,PLUS-000357,2533,77699065
PLUS,PLUS-000358,1588,27375659
PLUS,PLUS-000359,2501,46793365
PLUS,PLUS-000360,1413,72169894
PLUS,PLUS-000361,2390,64730253
PLUS,PLUS-000362,2842,63685963
PLUS,PLUS-000363,1684,80313876
PLUS,PLUS-000364,76,74764506
PLUS,PLUS-000365,787,79211878
PLUS,PLUS-000366,2286,54422964
PLUS,PLUS-000367,2276,41322466
PLUS,PLUS-000368,833,32493148
PLUS,PLUS-000369,2578,84618453
PLUS,PLUS-000370,2407,40705520
PLUS,PLUS-000371,2404,65413506
PLUS,PLUS-000372,1295,15686390
PLUS,PLUS-000373,748,52097153
PLUS,PLUS-000374,1214,31034531
PLUS,PLUS-000375,2486,17082790
PLUS,PLUS-000376,1190,40564080
PLUS,PLUS-000377,2761,29263249
PLUS,PLUS-000378,215,62027391
PLUS,PLUS-000379,2829,70680846
PLUS,PLUS-000380,2710,75343668
PLUS,PLUS-000381,2046,82239027
PLUS,PLUS-000382,1375,49320205
PLUS,PLUS-000383,1333,12421892
PLUS,PLUS-000384,28,86703472
PLUS,PLUS-000385,2706,39783273
PLUS,PLUS-000386,2169,38710184
PLUS,PLUS-000387,2400,31800010
PLUS,PLUS-000388,853,83927501
PLUS,PLUS-000389,2824,18153331
PLUS,PLUS-000390,918,10209894
PLUS,PLUS-000391,2639,29821491
PLUS,PLUS-000392,2335,25725946
PLUS,PLUS-000393,257,70249712
PLUS,PLUS-000394,1810,37921512
PLUS,PLUS-000395,248,57216333
PLUS,PLUS-000396,562,33630872
PLUS,PLUS-000397,2138,34827279
PLUS,PLUS-000398,1460,40299882
PLUS,PLUS-000399,819,49075648
PLUS,PLUS-000400,2153,14484757
PLUS,PLUS-000401,1581,16952045
PLUS,PLUS-000402,1977,40718118
PLUS,PLUS-000403,959,85899286
PLUS,PLUS-000404,1050,95121229
PLUS,PLUS-000405,1411,41424136
PLUS,PLUS-000406,2124,90677906
PLUS,PLUS-000407,632,22587924
PLUS,PLUS-000408,1791,99548878
PLUS,PLUS-000409,1754,56659686
PLUS,PLUS-000410,1344,69444048
PLUS,PLUS-000411,2950,25610550
PLUS,PLUS-000412,654,72365495
PLUS,PLUS-000413,1670,62900471
PLUS,PLUS-000414,1875,10502052
PLUS,PLUS-000415,1835,34678331
PLUS,PLUS-000416,456,99716761
PLUS,PLUS-000417,490,71791460
PLUS,PLUS-000418,1650,49822568
PLUS,PLUS-000419,2180,24219003
PLUS,PLUS-000420,133,94738725
PLUS,PLUS-000421,1535,47549647
PLUS,PLUS-000422,2944,35444694
PLUS,PLUS-000423,663,70875238
PLUS,PLUS-000424,783,47309803
PLUS,PLUS-000425,196,84378065
PLUS,PLUS-000426,169,30036175
PLUS,PLUS-000427,1952,87881429
PLUS,PLUS-000428,2869,89761155
PLUS,PLUS-000429,650,49761155
PLUS,PLUS-000430,2590,64002855
PLUS,PLUS-000431,2915,97499117
PLUS,PLUS-000432,1894,97540265
PLUS,PLUS-000433,2709,72895019
PLUS,PLUS-000434,1825,45151432
PLUS,PLUS-000435,439,41291228
PLUS,PLUS-000436,982,61440401
PLUS,PLUS-000437,646,19711151
PLUS,PLUS-000438,1492,48333001
PLUS,PLUS-000439,2674,15843117
PLUS,PLUS-000440,1331,18175303
PLUS,PLUS-000441,44,78759020
PLUS,PLUS-000442,2325,24069919
PLUS,PLUS-000443,1564,26195804
PLUS,PLUS-000444,533,32395401
PLUS,PLUS-000445,1430,60968569
PLUS,PLUS-000446,2838,43903002
PLUS,PLUS-000447,2852,79630194
PLUS,PLUS-000448,489,31246090
PLUS,PLUS-000449,1665,95120667
PLUS,PLUS-000450,2775,49953071
PLUS,PLUS-000451,1320,70344473
PLUS,PLUS-000452,2172,10036839
PLUS,PLUS-000453,1132,83470479
PLUS,PLUS-000454,2277,50615055
PLUS,PLUS-000455,2391,56624300
PLUS,PLUS-000456,1783,24277696
PLUS,PLUS-000457,1833,70640795
PLUS,PLUS-000458,1944,12871038
PLUS,PLUS-000459,150,57576607
PLUS,PLUS-000460,2438,89161407
PLUS,PLUS-000461,1870,26410285
PLUS,PLUS-000462,2889,30454694
PLUS,PLUS-000463,202,89042306
PLUS,PLUS-000464,2611,65632441
PLUS,PLUS-000465,1416,61901085
PLUS,PLUS-000466,2192,68997676
PLUS,PLUS-000467,1236,30858205
PLUS,PLUS-000468,1309,67858606
PLUS,PLUS-000469,1292,27369493
PLUS,PLUS-000470,1067,42180102
PLUS,PLUS-000471,2589,23342241
PLUS,PLUS-000472,1313,69580659
PLUS,PLUS-000473,1967,65854454
PLUS,PLUS-000474,2714,45474823
PLUS,PLUS-000475,2546,15850065
PLUS,PLUS-000476,1626,33231328
PLUS,PLUS-000477,2681,79177210
PLUS,PLUS-000478,338,91170992
PLUS,PLUS-000479,1450,68239787
PLUS,PLUS-000480,81,66013532
PLUS,PLUS-000481,814,52139442
PLUS,PLUS-000482,2479,67104460
PLUS,PLUS-000483,2039,77636701
PLUS,PLUS-000484,2317,81833417
PLUS,PLUS-000485,1728,89541250
PLUS,PLUS-000486,218,58518736
PLUS,PLUS-000487,810,85272184
PLUS,PLUS-000488,1401,42093745
PLUS,PLUS-000489,1076,13588414
PLUS,PLUS-000490,2090,78479889
PLUS,PLUS-000491,519,89984645
PLUS,PLUS-000492,1872,43539303
PLUS,PLUS-000493,1671,23337370
PLUS,PLUS-000494,2084,26497914
PLUS,PLUS-000495,71,43382936
PLUS,PLUS-000496,1802,80854964
PLUS,PLUS-000497,2989,37949530
PLUS,PLUS-000498,772,64047337
PLUS,PLUS-000499,2234,21860851
PLUS,PLUS-000500,1276,97521058
PLUS,PLUS-000501,968,67612764
PLUS,PLUS-000502,1603,21872464
PLUS,PLUS-000503,2316,54352810
PLUS,PLUS-000504,2147,23657675
PLUS,PLUS-000505,2135,23384713
PLUS,PLUS-000506,1118,97016569
PLUS,PLUS-000507,1742,14737076
PLUS,PLUS-000508,2749,90836216
PLUS,PLUS-000509,1858,62880140
PLUS,PLUS-000510,2434,42454583
PLUS,PLUS-000511,2285,21276223
PLUS,PLUS-000512,1224,88071161
PLUS,PLUS-000513,2580,59887499
PLUS,PLUS-000514,715,71113260
PLUS,PLUS-000515,1081,77804320
PLUS,PLUS-000516,2426,65673607
PLUS,PLUS-000517,1253,73374043
PLUS,PLUS-000518,655,82910006
PLUS,PLUS-000519,1915,83846845
PLUS,PLUS-000520,2762,95705986
PLUS,PLUS-000521,615,87169073
PLUS,PLUS-000522,1987,48373096
PLUS,PLUS-000523,2089,57297700
PLUS,PLUS-000524,449,32095445
PLUS,PLUS-000525,2130,29687397
PLUS,PLUS-000526,1750,25264369
PLUS,PLUS-000527,106,32555403
PLUS,PLUS-000528,1583,11951278
PLUS,PLUS-000529,2891,44734935
PLUS,PLUS-000530,1655,30138834
PLUS,PLUS-000531,1219,58765052
PLUS,PLUS-000532,1575,45616644
PLUS,PLUS-000533,780,60857535
PLUS,PLUS-000534,27,98723294
PLUS,PLUS-000535,382,62135687
PLUS,PLUS-000536,799,52582456
PLUS,PLUS-000537,93,54335867
PLUS,PLUS-000538,1805,30528733
PLUS,PLUS-000539,1451,31183862
PLUS,PLUS-000540,2713,58456843
PLUS,PLUS-000541,2951,62346547
PLUS,PLUS-000542,778,62444122
PLUS,PLUS-000543,1721,71814219
PLUS,PLUS-000544,658,62654955
PLUS,PLUS-000545,2303,27554482
PLUS,PLUS-000546,2467,34282303
PLUS,PLUS-000547,1385,85306558
PLUS,PLUS-000548,571,10996386
PLUS,PLUS-000549,2266,65001524
PLUS,PLUS-000550,714,12913715
PLUS,PLUS-000551,2321,80202733
PLUS,PLUS-000552,2978,66844852
PLUS,PLUS-000553,16,58852098
PLUS,PLUS-000554,1143,40695523
PLUS,PLUS-000555,865,42482494
PLUS,PLUS-000556,1274,87636397
PLUS,PLUS-000557,339,71195665
PLUS,PLUS-000558,386,67022224
PLUS,PLUS-000559,1758,24044274
PLUS,PLUS-000560,2750,21056868
PLUS,PLUS-000561,743,72054715
PLUS,PLUS-000562,1301,17334310
PLUS,PLUS-000563,1920,97518125
PLUS,PLUS-000564,1255,31121184
PLUS,PLUS-000565,2242,12952658
PLUS,PLUS-000566,671,79250561
PLUS,PLUS-000567,1597,75525207
PLUS,PLUS-000568,2462,17773636
PLUS,PLUS-000569,2098,74594778
PLUS,PLUS-000570,881,27028924
PLUS,PLUS-000571,157,38555376
PLUS,PLUS-000572,1871,74964934
PLUS,PLUS-000573,1918,17000794
PLUS,PLUS-000574,1164,55238218
PLUS,PLUS-000575,1493,92850903
PLUS,PLUS-000576,25,57040785
PLUS,PLUS-000577,622,58561828
PLUS,PLUS-000578,1075,60048429
PLUS,PLUS-000579,55,28082355
PLUS,PLUS-000580,282,91786040
PLUS,PLUS-000581,2393,57887366
PLUS,PLUS-000582,2056,42659117
PLUS,PLUS-000583,1608,58798639
PLUS,PLUS-000584,2173,33218937
PLUS,PLUS-000585,721,47767869
PLUS,PLUS-000586,1682,44078615
PLUS,PLUS-000587,495,56673900
PLUS,PLUS-000588,130,45827376
PLUS,PLUS-000589,323,69327432
PLUS,PLUS-000590,437,43318451
PLUS,PLUS-000591,483,14881035
PLUS,PLUS-000592,2418,94515323
PLUS,PLUS-000593,1476,28774471
PLUS,PLUS-000594,1330,96207549
PLUS,PLUS-000595,1843,43067977
PLUS,PLUS-000596,1381,19068973
PLUS,PLUS-000597,647,28150476
PLUS,PLUS-000598,159,91339562
PLUS,PLUS-000599,770,64427645
PLUS,PLUS-000600,1377,60493921
PLUS,PLUS-000601,2440,65243280
PLUS,PLUS-000602,2352,57509988
PLUS,PLUS-000603,1963,73575916
PLUS,PLUS-000604,2634,92434730
PLUS,PLUS-000605,7,96605343
PLUS,PLUS-000606,2369,10455925
PLUS,PLUS-000607,2599,20525655
PLUS,PLUS-000608,2299,77569898
PLUS,PLUS-000609,2367,68083241
PLUS,PLUS-000610,2421,60721412
PLUS,PLUS-000611,31,26625933
PLUS,PLUS-000612,2183,47532758
PLUS,PLUS-000613,2318,24569958
PLUS,PLUS-000614,2403,70404159
PLUS,PLUS-000615,99,45064728
PLUS,PLUS-000616,585,16953155
PLUS,PLUS-000617,182,21928391
PLUS,PLUS-000618,2458,28785946
PLUS,PLUS-000619,1316,58389938
PLUS,PLUS-000620,2755,58437433
PLUS,PLUS-000621,2931,34179644
PLUS,PLUS-000622,43,71389561
PLUS,PLUS-000623,2701,90316913
PLUS,PLUS-000624,598,83012855
PLUS,PLUS-000625,613,98830506
PLUS,PLUS-000626,1850,23136524
PLUS,PLUS-000627,1414,89868447
PLUS,PLUS-000628,2934,26128324
PLUS,PLUS-000629,2431,35144726
PLUS,PLUS-000630,964,87640642
PLUS,PLUS-000631,6,45212476
PLUS,PLUS-000632,1539,78572190
PLUS,PLUS-000633,236,29850853
PLUS,PLUS-000634,808,69715793
PLUS,PLUS-000635,2729,97146005
PLUS,PLUS-000636,178,65686049
PLUS,PLUS-000637,2243,88335630
PLUS,PLUS-000638,1250,59587404
PLUS,PLUS-000639,826,57712356
PLUS,PLUS-000640,507,17850078
PLUS,PLUS-000641,1392,35767377
PLUS,PLUS-000642,2884,97764898
PLUS,PLUS-000643,2381,82568847
PLUS,PLUS-000644,2086,99582601
PLUS,PLUS-000645,2905,69200912
PLUS,PLUS-000646,343,54819596
PLUS,PLUS-000647,1376,44182277
PLUS,PLUS-000648,2416,28443910
PLUS,PLUS-000649,582,53305731
PLUS,PLUS-000650,821,66941236
PLUS,PLUS-000651,1025,50468810
PLUS,PLUS-000652,555,43005188
PLUS,PLUS-000653,2336,15513078
PLUS,PLUS-000654,987,69866120
PLUS,PLUS-000655,2164,15804102
PLUS,PLUS-000656,694,84219322
PLUS,PLUS-000657,1949,14817439
PLUS,PLUS-000658,2309,91140766
PLUS,PLUS-000659,1365,11978622
PLUS,PLUS-000660,1852,79891321
PLUS,PLUS-000661,1108,66021490
PLUS,PLUS-000662,2768,62879989
PLUS,PLUS-000663,2657,25814390
PLUS,PLUS-000664,2893,28732359
PLUS,PLUS-000665,1689,58008794
PLUS,PLUS-000666,1010,90224792
PLUS,PLUS-000667,2201,82592759
PLUS,PLUS-000668,899,45214814
PLUS,PLUS-000669,399,65768929
PLUS,PLUS-000670,2672,74434188
PLUS,PLUS-000671,2623,92229647
PLUS,PLUS-000672,2693,92747419
PLUS,PLUS-000673,1807,33608547
PLUS,PLUS-000674,2261,32662280
PLUS,PLUS-000675,2680,40214458
PLUS,PLUS-000676,2999,48312600
PLUS,PLUS-000677,922,69372702
PLUS,PLUS-000678,1576,74377393
PLUS,PLUS-000679,1555,75916227
PLUS,PLUS-000680,216,97280725
PLUS,PLUS-000681,759,49734257
PLUS,PLUS-000682,1937,10859190
PLUS,PLUS-000683,472,25041051
PLUS,PLUS-000684,1361,34921334
PLUS,PLUS-000685,286,54836082
PLUS,PLUS-000686,2843,90268486
PLUS,PLUS-000687,2095,24775883
PLUS,PLUS-000688,2253,84965763
PLUS,PLUS-000689,2011,82794055
PLUS,PLUS-000690,2883,10401966
PLUS,PLUS-000691,66,83609531
PLUS,PLUS-000692,443,50545587
PLUS,PLUS-000693,1115,88105918
PLUS,PLUS-000694,2694,27879065
PLUS,PLUS-000695,1666,65580224
PLUS,PLUS-000696,2028,93462304
PLUS,PLUS-000697,651,65277579
PLUS,PLUS-000698,2160,62089071
PLUS,PLUS-000699,1012,53225813
PLUS,PLUS-000700,1213,15707233
PLUS,PLUS-000701,2717,16882306
PLUS,PLUS-000702,1172,42904667
PLUS,PLUS-000703,976,99571805
PLUS,PLUS-000704,906,26634072
PLUS,PLUS-000705,2014,18206879
PLUS,PLUS-000706,2773,46243299
PLUS,PLUS-000707,415,41874244
PLUS,PLUS-000708,699,51105057
PLUS,PLUS-000709,986,90267569
PLUS,PLUS-000710,541,64130831
PLUS,PLUS-000711,2346,78053602
PLUS,PLUS-000712,1237,23646357
PLUS,PLUS-000713,2573,52846556
PLUS,PLUS-000714,477,32451247
PLUS,PLUS-000715,2517,63539335
PLUS,PLUS-000716,480,53365278
PLUS,PLUS-000717,448,22388317
PLUS,PLUS-000718,2683,98996499
PLUS,PLUS-000719,329,58638387
PLUS,PLUS-000720,950,14109890
PLUS,PLUS-000721,1045,35395354
PLUS,PLUS-000722,240,72117013
PLUS,PLUS-000723,2077,76679708
PLUS,PLUS-000724,2199,30546143
PLUS,PLUS-000725,152,15406577
PLUS,PLUS-000726,1680,29846665
PLUS,PLUS-000727,1874,24013159
PLUS,PLUS-000728,2252,56590046
PLUS,PLUS-000729,2136,35045820
PLUS,PLUS-000730,1304,14273658
PLUS,PLUS-000731,755,21336167
PLUS,PLUS-000732,2782,92108031
PLUS,PLUS-000733,1264,86456040
PLUS,PLUS-000734,294,52951801
PLUS,PLUS-000735,2248,22100825
PLUS,PLUS-000736,2351,71744706
PLUS,PLUS-000737,1306,32959320
PLUS,PLUS-000738,86,16565770
PLUS,PLUS-000739,82,92138779
PLUS,PLUS-000740,2771,16027748
PLUS,PLUS-000741,62,75874779
PLUS,PLUS-000742,1296,41445855
PLUS,PLUS-000743,395,80910084
PLUS,PLUS-000744,2339,81688074
PLUS,PLUS-000745,2910,67385857
PLUS,PLUS-000746,1780,69114124
PLUS,PLUS-000747,2489,98275197
PLUS,PLUS-000748,204,44740194
PLUS,PLUS-000749,1058,50880085
PLUS,PLUS-000750,1699,48462628
PLUS,PLUS-000751,2273,10377208
PLUS,PLUS-000752,1606,82592239
PLUS,PLUS-000753,40,11658959
PLUS,PLUS-000754,591,68227454
PLUS,PLUS-000755,897,15757856
PLUS,PLUS-000756,2064,77158078
PLUS,PLUS-000757,2256,96688443
PLUS,PLUS-000758,2547,94535808
PLUS,PLUS-000759,22,31424479
PLUS,PLUS-000760,1732,41635154
PLUS,PLUS-000761,2743,61335115
PLUS,PLUS-000762,17,85672859
PLUS,PLUS-000763,1288,40291145
PLUS,PLUS-000764,2896,55239722
PLUS,PLUS-000765,2034,22303040
PLUS,PLUS-000766,2563,28699996
PLUS,PLUS-000767,1286,27409552
PLUS,PLUS-000768,1228,11851426
PLUS,PLUS-000769,924,40061384
PLUS,PLUS-000770,1906,95394210
PLUS,PLUS-000771,687,76577067
PLUS,PLUS-000772,673,37448673
PLUS,PLUS-000773,1448,90237609
PLUS,PLUS-000774,367,67299090
PLUS,PLUS-000775,2642,45144127
PLUS,PLUS-000776,526,87368164
PLUS,PLUS-000777,1282,31948898
PLUS,PLUS-000778,2177,16481532
PLUS,PLUS-000779,2008,94457909
PLUS,PLUS-000780,1734,54004149
PLUS,PLUS-000781,2540,19607241
PLUS,PLUS-000782,568,46167085
PLUS,PLUS-000783,2968,40158481
PLUS,PLUS-000784,2292,87423293
PLUS,PLUS-000785,1983,75317756
PLUS,PLUS-000786,2800,97956703
PLUS,PLUS-000787,894,34546715
PLUS,PLUS-000788,1417,94997392
PLUS,PLUS-000789,601,42733135
PLUS,PLUS-000790,667,30946019
PLUS,PLUS-000791,1300,68829924
PLUS,PLUS-000792,2763,46428687
PLUS,PLUS-000793,2615,56421468
PLUS,PLUS-000794,2207,52977271
PLUS,PLUS-000795,2152,87804495
PLUS,PLUS-000796,2478,14874387
PLUS,PLUS-000797,2783,76510566
PLUS,PLUS-000798,681,71587674
PLUS,PLUS-000799,318,26144121
PLUS,PLUS-000800,1648,15276122
PLUS,PLUS-000801,722,56091075
PLUS,PLUS-000802,2821,90921574
PLUS,PLUS-000803,1610,19250084
PLUS,PLUS-000804,1419,92509986
PLUS,PLUS-000805,1155,49071526
PLUS,PLUS-000806,1090,91651740
PLUS,PLUS-000807,2608,52137942
PLUS,PLUS-000808,1065,51877379
PLUS,PLUS-000809,997,70692728
PLUS,PLUS-000810,2938,92227443
PLUS,PLUS-000811,828,47586447
PLUS,PLUS-000812,2103,60148340
PLUS,PLUS-000813,2185,40563798
PLUS,PLUS-000814,1254,37852975
PLUS,PLUS-000815,1537,75959809
PLUS,PLUS-000816,1355,36358707
PLUS,PLUS-000817,1656,47959633
PLUS,PLUS-000818,875,18519119
PLUS,PLUS-000819,1083,30842471
PLUS,PLUS-000820,1623,10978095
PLUS,PLUS-000821,187,61028923
PLUS,PLUS-000822,1184,43030672
PLUS,PLUS-000823,2967,15838870
PLUS,PLUS-000824,2311,39924449
