beneficiary_id,full_name,identification_number,telephone,email,date_of_birth,gender,county,sub_county,ward,address,registration_date,status,tech_track,cohort,mentor,project_area,completion_status
TECH-000825,nekesa agnes leshan,89722688,+254 776-497-42,nleshan@yahoo.com,25/02/1991,MALE,Kiambu,Limuru,Limuru Central,Plot 298 Lane 2 Lenana,23-Dec-2024,A,Data Engineering,Cohort-3,Dr. Grace Wanjiku,Logistics,Completed
TECH-000826,kinya gikonyo,52977271,+254 704-037-26,k.g@gmail.com,1952-01-13,MALE,Mombasa,Likoni,Likoni,Plot 138 Lane 5 Thika,2025-12-05,active,Cybersecurity,cohort 3,Dr. Jonah Kasina,AgriTech,Withdrawn
TECH-000827,MURIUKI KIPROP,14492483,+254 118-169-11,muriuki.kiprop@yahoo.com,1991-02-24,female,Bungoma,Sirisia,Lwandanyi,"Plot 462, Lane 9, Kilimani",2026-08-10,A,Cybersecurity,Cohort 1,Prof. Catherine Chepkorir,HealthTech,Active
TECH-000828,GEORGE JEPKOECH,18979224,+254 756-074-12,george.jepkoech@hotmail.com,1990-07-23,female,Kakamega,Butere,Marama South,"House 306, Mombasa Road Drive, Karen",05-09-2025,A,Cybersecurity,Cohort 1,Dr. Harun Mwikali,HealthTech,Completed
TECH-000829,mark nyambane koech,19941358,+254 735-082-66,mark.koech@yahoo.com,2001-03-27,female,UASIN GISHU,Soy,Moi's Bridge,"Plot 196, Lane 9, Garden Estate",2026-02-27,I,AI/ML,Cohort 3,Prof. Obadiah Mwania,IoT,Completed
TECH-000830,michael koech,12251618,+254 787-730-84,michael.koech@yahoo.com,1982-04-23,female,Kiambu,Kabete,Muguga,"House 217, Kikuyu Road, Ruaraka",06/04/2024,A,DevOps,Cohort 1,Prof. Catherine Chepkorir,HealthTech,On Hold
TECH-000831,cynthia mwikali katua,63297593,NULL,cynthia.katua@yahoo.com,1978-01-02,male,Nairobi,Kasarani,Clay City,"Plot 461, Lane 6, Thika Superhighway",03/10/2024,,Data Engineering,Cohort 1,Eng. Amos Nduku,IoT,Completed
TECH-000832,haggai awiti awiti,62 450 460,+254 117-913-30,haggai.awiti@yahoo.com,1976-05-25,male,Kilifi,Ganze,Sokoke,"Plot 103, Lane 15, Juja",02-Apr-2025,I,Data Engineering,Cohort 3,Dr. Sarah Mutua,Clean Energy,Active
TECH-000833,nahum mulandi,67601447,NA,nahum.mulandi@gmail.com,1991-04-26,male,NA,Kilifi North,Kibarani,"Plot 444, Lane 13, Kiambu Road",03/02/2024,A,AI/ML,Cohort 3,Dr. Joy Kaloki,Logistics,Withdrawn
TECH-000834,MARETE BOSIBORI ANYANGO,69193036,+254 113-307-35,marete.anyango@gmail.com,1972-12-01,female,Bungoma,Kanduyi,East Sang'alo,"House 56, Outering Drive, Kasarani",12-01-2025,I,Cybersecurity,Cohort 3,Eng. Anne Momanyi,Logistics,Completed
TECH-000835,CAROLINE JEPKORIR GITONGA,32185945,+254 773-009-31,caroline.gitonga@gmail.com,1982-08-05,female,Bomet,Konoin,Embomos,"Plot 78, Lane 19, Juja",2025-08-18,I,Cloud Computing,Cohort 2,Dr. Lucy Otieno,IoT,Completed
TECH-000836,edith cherotich muriuki,62991228,+254 792-769-94,edith.muriuki@gmail.com,2001-07-18,male,Bomet,Chepalungu,Siongiroi,"House 127, Karen Drive, Likoni",22-11-2024,I,Cybersecurity,Cohort 2,Prof. David Kiprotich,AgriTech,Withdrawn
TECH-000837,JEPCHUMBA MUNYORI,28205180,+254 703-857-01,jepchumba.munyori@gmail.com,1992-03-27,female,Kakamega,Matungu,Mayoni,"House 354, Lenana Avenue, Kangundo",2026-09-22,I,DevOps,Cohort 2,Dr. Allan Mumo,Clean Energy,Withdrawn
TECH-000838,ZECHARIAH MWENGOLO,53634616,+254 731-840-89,zechariah.mwangolo@gmail.com,1985-12-20,male,Kakamega,Shinyalu,Isukha North,"Plot 349, Lane 11, Juja",17/03/2026,I,Cloud Computing,Cohort 1,Dr. Joy Kaloki,Clean Energy,Active
TECH-000839,ESTHER MWANIA,35 431 755,+254 763-077-32,e.mwania@hotmail.com,21-07-1997,MALE,Uasin Gishu,Moiben,Kimumu,"House 377, Waiyaki Road, Westlands",02/22/2025,pending,Mobile Development,C-2,Dr. Grace Wanjiku,AgriTech,Completed
TECH-000840,GICHURU HABAKKUK KIARIE,79 631 857,+254 787-087-17,gichuru.kiarie@yahoo.com,1988-08-25,male,Machakos,Kangundo,Kangundo Central,"House 122, Moi Avenue Road, Limuru",09-Jul-2025,I,Data Engineering,Cohort 3,Prof. Moses Muthoka,IoT,Active
TECH-000841,NALIAKA HANNAH MUGO,43296039,+254 706-339-17,naliaka.mugo@gmail.com,2000-03-09,female,Kakamega,Ikolomani,Idakho Central,"Plot 335, Lane 15, Garden Estate",2025-01-09,I,Mobile Development,Cohort 2,Prof. Robert Kamau,AgriTech,Withdrawn
TECH-000842,njuguna nabwire rimberia,85891673,0741-588-40,njuguna.rimberia@gmail.com,1994-08-12,male,Turkana,Turkana East,Katilia,"House 227, Karen Street, Tom Mboya",2026-07-22,A,Cybersecurity,Cohort 1,Eng. John Wekesa,HealthTech,On Hold
TECH-000843,nanjala musalia,68152649,+254 799-233-90,musaliananjala@gmail.com,14/01/1988,MALE,Kilifi,Rabai,Ruruma,"Plot 404, Ln 19, Ngong Rd",01-01-2026,Active,Data Engineering,Cohort  3,Eng. Anthony Wanyonyi,HealthTech,Completed
TECH-000844,MUTHONI NJOROGE,54 336 695,+254 785-718-09,muthoni.njoroge@hotmail.com,1969-03-01,female,Nairobi,Kasarani,Kasarani,"House 8, Kiambu Road Road, Lenana",2024-05-02,A,DevOps,Cohort 2,Prof. Kevin Muriuki,EdTech,Completed
TECH-000845,NASIMIYU MIDEI,31168076,+254 116-918-05,nasimiyu.mitei@outlook.com,1962-01-07,female,Kakamega,Khwisero,Kisa North,"House 79, Tom Mboya Avenue, Langata",2025-09-10,A,Data Science,Cohort 3,Prof. Kevin Muriuki,Logistics,On Hold
TECH-000846,lois kimutai,21071555,+254 724-775-37,kimutailois@gmail.com,1975-01-09,Female,Machakos,Machakos Town,Mutituni,"House 386, Thika Superhighway Road, Lenana",02/12/2024,inactive,Cybersecurity,C-1,Dr. Allan Mumo,Clean Energy,Completed
TECH-000847,CHRISTOPHER WANYONYI,38573279,+254 101-800-08,christopher.wanyonyi@gmail.com,1981-01-11,male,Machakos,Yatta,Matuu,"Plot 192, Lane 11, Kangundo",01-07-2026,A,Data Science,Cohort 1,Dr. Joel Muthoka,AgriTech,On Hold
TECH-000848,jebet kivuva,64910054,+254 777-867-79,jebet.kivuva@gmail.com,1995-02-06,female,Kiambu,Kikuyu,Nachu,"Plot 227, Lane 12, Ruiru",25/04/2026,I,Cloud Computing,Cohort 2,Eng. Amos Nduku,EdTech,On Hold
TECH-000849,ELIJAH NANJALA,35144936,+254 796-346-47,elijah.nanjala@gmail.com,1966-03-06,male,Machakos,Mavoko,Kinanie,"Plot 384, Lane 1, Ruaraka",05 Mar 2025,I,AI/ML,Cohort 1,Eng. Martin Kasina,Logistics,Completed
TECH-000850,kipkorir mwikali wachira,53699242,+254 755-119-21,k.w@yahoo.com,1947-12-06,female,Kiambu County,Kabete,Gitaru,"Plot 270, Lane 10, Moi Avenue",18/03/2026,I,Software Engineering,Cohort 1,Prof. Obadiah Mwania,Clean Energy,On Hold
TECH-000851,BRIDGET NDUNGE MWIRIGI,32305372,+254 748-101-30,bridget.mwirigi@outlook.com,1968-07-04,male,Machakos,Kangundo,Kangundo West,"House 466, Limuru Drive, Outering",2026-10-29,A,AI/ML,Cohort 2,Dr. Joel Muthoka,Clean Energy,Completed
TECH-000852,WAFULA MUTHONI WAMBUI,43539303,+254 705-957-35,wafula.wambui@gmail.com,1969-09-13,female,Kisumu,Nyakach,South West Nyakach,"Plot 275, Lane 15, Athi River",2024-05-18,A,Software Engineering,Cohort 3,Prof. Moses Muthoka,E-Commerce,Active
TECH-000853,ZEPHANIAH MWOROA OKELLO,87993653,+254 735-353-54,zephaniah.okello@gmail.com,1963-07-23,female,Mombasa,Mvita,Shimanzi,"Plot 475, Lane 15, Kitisuru",03-09-2025,I,Data Engineering,Cohort 1,Eng. John Wekesa,EdTech,Active
TECH-000854,cherotich nabwire,57712356,+254 773-679-02,,2003-09-14,female,Kiambu,Githunguri,Ikinu,"House 75, Moi Avenue Road, Kiambu Road",15 Jun 2024,A,DevOps,NA,Dr. Daniel Musyoka,AgriTech,Active
TECH-000855,awiti barasa,20854852,+254 103-004-55,awiti.barasa@gmail.com,1986-01-12,male,Nairobi,Lang'ata,Karen,"Plot 192, Lane 18, Kangundo",29/12/2024,I,Cloud Computing,Cohort 3,Prof. James Mwangi,IoT,Withdrawn
TECH-000856,CAROLINE OPIYO MWAKIDEU,74 037 100,+254 786-228-97,NA,1983-08-12,male,NA,Githunguri,Ngewa,"Plot 98, Lane 10, Outering",04/01/2024,A,,Cohort 3,Prof. Robert Kamau,HealthTech,Completed
TECH-000857,jebiwott awuor,37332854,+254 759-922-71,jebiwott.awuor@gmail.com,1956-11-20,male,Nakuru,Subukia,Waseges,"Plot 290, Lane 11, Garden Estate",01-Sep-2026,A,DevOps,Cohort 2,Eng. John Wekesa,AgriTech,Withdrawn
TECH-000858,EVELYN KTUA,44715287,+254 117-649-20,evelyn.katua@gmail.com,1994-09-12,female,Bungoma,Webuye East,Maraka,"Plot 403, Lane 14, Ruiru",25-09-2025,A,AI/ML,Cohort 1,Prof. Esther Ondieki,Clean Energy,On Hold
TECH-000859,KAMAU GAKUNYI ROTICH,80621626,+25475303235,kamaurotich@gmail.com,1987-01-10,male,Bungoma,Mt. Elgon,Elgon,"House 162, Garden Estate Drive, Mugumo",20/03/2025,A,Data Engineering,Cohort1,Prof. Catherine Chepkorir,AgriTech,On Hold
TECH-000860,musyoka nabwire,71413187,+254 724-941-53,musyoka.nabwire@yahoo.com,1999-03-07,female,Kilifi,Ganze,Ganze,"House 265, Ngong Road Street, Lavington",08-12-2026,A,Data Science,Cohort 1,Eng. Micah Kioko,Fintech,Completed
TECH-000861,CAROLINE WACHIRA NEKESA,50546917,+254 739-823-47,caroline.nekesa@gmail.com,1994-06-02,male,KIAMBU,KIKUYU,NACHU,"Plot 174, Lane 11, River Road",04/08/2025,A,Mobile Development,Cohort 3,Eng. John Wekesa,EdTech,Completed
TECH-000862,ALEXANDER ONDIEKI KIHUMBA,71889175 ,+254 769-388-52,alexander.kihumba@gmail.com,1966-01-14,female,KAKAMEGA,Khwisero,Kisa West,"House 452, Lenana Drive, Likoni",22-04-2026,I,DevOps,Cohort 2,Prof. Victor Kioko,EdTech,Completed
TECH-000863,alice ochieng,79467412,+254 708-151-82,alice.ochieng@hotmail.com,NA,female,NA,Khwisero,Kisa East,"Plot 6, Lane 10, Waiyaki",24-Apr-26,NULL,Mobile Development,Cohort 3,Eng. Elijah Mwania,Clean Energy,Active
TECH-000864,EVELYN MUMO,36 487 434,+254 747-327-38,evelyn.mumo@gmail.com,1974-12-11,male,Mombasa,Jomvu,Mikindani,"Plot 184, Lane 10, Kenyatta",31/08/2026,I,Data Science,Cohort 1,Eng. Peter Ochieng,EdTech,On Hold
TECH-000865,jebet cherotich koross,46288827,+254 718-217-82,jebet.koross@yahoo.com,1988-04-26,female,Kilifi,Rabai,Ruruma,"Plot 223, Lane 1, Moi Avenue",2025-05-28,A,AI/ML,Cohort 1,Dr. Allan Mumo,Fintech,Withdrawn
TECH-000866,janet beatrice towett,63217173,+254 761-472-63,janet.towett@gmail.com,2001-05-07,male,Nairobi,Kibra,Woodley,"Plot 40, Lane 16, Kasarani",08/12/2024,NULL,Cybersecurity,Cohort 1,Dr. Jonah Kasina,IoT,Active
TECH-000867,agnes njuguna,62027391,+254 733-189-64,agnes.njuguna@hotmail.com,2000-10-21,female,Turkana,Turkana North,Kaeris,"House 281, Kiambu Road, Waiyaki",07-04-2024,I,Data Science,Cohort 1,Dr. Lucy Otieno,Clean Energy,Withdrawn
TECH-000868,KIPROTICH KINYA,66752122,+254 118-842-77,kiprotich.kinya@yahoo.com,2004-02-27,female,Bungoma,Kanduyi,West Sang'alo,"House 126, Ngong Road Avenue, Westlands",23-01-2025,A,AI/ML,Cohort 1,Prof. Victor Kioko,IoT,Withdrawn
TECH-000869,akinyi isaiah mutai,42835306,,akinyi.mutai@yahoo.com,1973-11-26,female,Mombasa,Changamwe,Chaani,"Plot 343, Lane 18, Ruaraka",2025-05-25,A,Software Engineering,Cohort 3,Eng. Brian Mulwa,Logistics,Completed
TECH-000870,MUTHONI OPIYU,55649927,+254 118-701-18,muthoni.opiyo@yahoo.com,1970-07-11,male,Kilifi,Kaloleni,Mariakani,"Plot 215, Lane 7, Tom Mboya",2025-09-21,A,DevOps,Cohort 2,Eng. Elijah Mwania,E-Commerce,Withdrawn
TECH-000871,gladys veronica wairimu,78053602,+254 713-035-95,gladys.wairimu@outlook.com,1995-02-27,male,Nairobi,Westlands,Parklands,"Plot 368, Lane 12, Kasarani",2026-11-09,A,Cybersecurity,Cohort 2,Dr. Collins Mwania,IoT,Active
TECH-000872,CAROLINE OTULA,51105057,+254 106-097-04,caroline.otula@gmail.com,1985-06-05,male,Meru,Tigania East,Mikinduri,"House 243, Kileleshwa Drive, Kilimani",16 Sep 2025,A,Software Engineering,Cohort 3,Dr. Allan Mumo,HealthTech,Active
TECH-000873,NYAMBURA MUGO WACHIRA,56293495,+254 115-093-40,nyambura.wachira@outlook.com,1986-10-12,female,Machakos,Machakos Town,Mua,,2024-09-12,I,Cybersecurity,Cohort 2,Eng. Peter Ochieng,Fintech,Active
TECH-000874,gitonga koecth,38336171,+254 751-763-97,gitonga.koech@hotmail.com,1990-04-21,female,Mombasa,Mvita,Mji wa Kale,"House 179, Moi Avenue Drive, Ngong Road",25/05/2025,A,DevOps,Cohort 3,Eng. Gilbert Mutisya,Fintech,Active
TECH-000875,njuguna wamalwa,75851188,+254 763-172-64,njuguna.wamalwa@gmail.com,1956-02-06,male,Bomet,Bomet East,Merigi,"House 469, Jogoo Avenue, Kenyatta",10-03-2026,A,Data Engineering,Cohort 3,Dr. Harun Mwikali,E-Commerce,Withdrawn
TECH-000876,WANGARI AWOUR,98638560,+254 772-665-61,wangari.awuor@gmail.com,1999-06-21,male,NAIROBI,Westlands,Kangemi,"House 88, Argwings Kodhek Avenue, Tom Mboya",2026-06-05,I,Cloud Computing,Cohort 3,Prof. Catherine Chepkorir,IoT,Active
TECH-000877,VINCENT KANAMPIU,51052630,+254 784-720-08,vincent.kanampiu@gmail.com,1997-08-18,female,Nairobi,Dagoretti North,Gatina,"House 354, Kitisuru Avenue, Argwings Kodhek",20250308,I,Software Engineering,Cohort 2,Dr. Jeremiah Kioko,IoT,Withdrawn
TECH-000878,WACHIRA MWENIA,56624300,+254 787-780-47,wachira.mwania@gmail.com,1993-01-01,male,Kisumu,Kisumu Central,Nyalenda 'B',"Plot 468, Lane 18, Waiyaki",02-03-2025,I,Data Science,Cohort 2,Eng. Amos Nduku,Fintech,Completed
TECH-000879,MICHAEL WACHIRA,43490657,+254 704-870-85,michael.wachira@gmail.com,1971-02-05,male,Meru,Buuri,Kiirua/Naari,"House 435, Kiambu Avenue, Mombasa Road",20240716,A,AI/ML,Cohort 3,Dr. Aaron Nduku,Clean Energy,On Hold
TECH-000880,MUTUA KIPROP GIKONYO,11523452,+254 726-205-26,mutua.gikonyo@hotmail.com,1990-12-09,female,Kiambu,Ruiru,Kahawa Wendani,"House 172, Ruiru Avenue, Kitisuru",14-03-2024,I,Cybersecurity,Cohort 2,Eng. John Wekesa,HealthTech,Completed
TECH-000881,OJWANG NYABOKE MUSALIA,66013532,+254 737-007-27,o.musalia@gmail.com,1993-06-15,Male,Kisumu,Kisumu West,Central Kisumu,Plot 442 Lane 17 Ngong,11/23/2025,pending,Mobile Development,C-2,Prof. Mercy Nduku,Clean Energy,Withdrawn
TECH-000882,GILBERT WAFULA,68829908,+254 783-207-45,gilbert.wafula@yahoo.com,2002-08-02,female,Kisumu,Kisumu West,North Kisumu,"Plot 435, Lane 15, Kangundo",07-06-2025,A,Data Engineering,Cohort 1,Eng. Anthony Wanyonyi,E-Commerce,Active
TECH-000883,onsongo rinberia,16565770,+254 722-554-57,onsongo.rimberia@gmail.com,1977-01-22,male,Kisumu,Nyando,Kabonyo/Kanyagwal,"Plot 26, Lane 6, Parklands",20260915,A,Mobile Development,Cohort 1,Eng. Isaac Mutua,HealthTech,Withdrawn
TECH-000884,VERONICA KANAU,3228-0888,+254 776-344-27,veronica.kamau@outlook.com,1998-12-17,female,Meru,CentralImenti,Mwangathia,"House 109, Ngong Road Drive, Ruaraka",2026-07-24,A,Data Science,Cohort 3,Prof. Robert Kamau,Fintech,Active
TECH-000885,grace wambugu,23431358,+254 727-092-16,grace.wambugu@yahoo.com,NA,female,Nairobi,Dagoretti North,,"House 54, Mombasa Road Road, Tom Mboya",2025-03-19,NULL,Software Engineering,Cohort 2,Dr. Lucy Otieno,HealthTech,Completed
TECH-000886,ONSONGO NICHOLAS WAMUYU,44436835,+254 727-936-64,onsongo.wamuyu@gmail.com,1981-02-24,male,Mombasa,Nyali,Frere Town,"Plot 410, Lane 9, Kikuyu",NA,NA,Data Science,Cohort 3,Prof. Kevin Muriuki,HealthTech,On Hold
TECH-000887,IRENE MVIRIGI,55161836,+254 112-936-97,irene.mwirigi@gmail.com,1976-05-18,male,Machakos,Kangundo,Kangundo West,"Plot 29, Lane 18, Mugumo",31/05/2024,A,Cybersecurity,Cohort 1,Prof. Robert Kiema,Clean Energy,Active
TECH-000888,AGNESWACHIRA,18519119,+254 781-858-45,agnes.wachira@hotmail.com,1963-11-23,male,Kilifi,Malindi,Kakuyuni,"Plot 94, Lane 19, Kilimani",16-Dec-25,I,Data Science,Cohort 1,Prof. Obadiah Mwania,Logistics,Active
TECH-000889,KIMEU KINYA ACHIENG,78234708,+254 791-535-10,kimeu.achieng@outlook.com,2001-10-01,male,Kisumu,Kisumu West,,"House 322, Likoni Avenue, Parklands",NULL,I,NULL,Cohort 3,Dr. Daniel Musyoka,E-Commerce,Active
TECH-000890,onsongo martha gitau,98 504 112,+254 769-102-11,onsongo.gitau@yahoo.com,1989-11-09,female,Uasin Gishu,Kesses,Racecourse,"House 134, Karen Street, Kilimani",02-Jul-2024,A,Data Science,Cohort 1,Eng. Anthony Wanyonyi,Fintech,Active
TECH-000891,KAGENDO LOIS OKOTH,21970652,+25470993749,kagendo.okoth@gmail.com,1982-11-25,female,Nakuru,Molo,Marioshoni,"Plot 411, Lane 10, Ruaraka",2026-06-10,A,Mobile Development,Cohort 1,Eng. Isaac Mutua,IoT,Completed
TECH-000892,MUTWIRI BETT,9153-6470,+254 737-881-39,mutwiri.bett@gmail.com,1953-10-13,male,Kiambu,Limuru,Ndeiya,"Plot 131, Lane 2, Waiyaki",02/05/2024,A,Cybersecurity,Cohort 3,Prof. Esther Ondieki,Fintech,Withdrawn
TECH-000893,BARNABAS WAIRIMU,15513078,+254 704 695 45,barnabas.wairimu@gmail.com,1970-06-27,female,Kakamega,Shinyalu,Isukha South,"Plot 357, Lane 17, Kasarani",20240708,A,Data Engineering,Cohort 1,Dr. Michael Gitonga,Logistics,On Hold
TECH-000894,CHRISTOPHER WAMUYU,85102924,+254 707-086-84,christopher.wamuyu@gmail.com,1993-06-15,female,Mombasa,Kisauni,Mwakirunge,"Plot 134, Lane 2, Kiambu",13-Jul-24,A,Data Engineering,Cohort 1,Dr. Joel Muthoka,Clean Energy,Active
TECH-000895,deborah musila,43247799,+254 716-761-49,deborah.musila@gmail.com,1979-10-24,female,Kakamega,Mumias East,Malaha/Isongo/Masindi,"House 405, Jogoo Avenue, Kenyatta",20250612,A,Data Engineering,Cohort 2,Dr. Joel Muthoka,IoT,Withdrawn
TECH-000896,aaron wanyonyi salim,87290551,+254 112-659-17,aaron.salim@yahoo.com,2000-02-13,female,Kisumu,Kisumu West,South West Kisumu,"House 419, Kiambu Drive, Moi Avenue",2024-09-29,A,Cybersecurity,Cohort 3,Eng. Brian Mulwa,HealthTech,Completed
TECH-000897,BRIAN ADHIAMBO WANJALA,22896453,+254 776-441-34,brian.wanjala@hotmail.com,1956-12-28,female,Machakos,Kathiani,Upper Kaewa/Iveti,"House 106, Langata Street, Kiambu Road",23/12/2025,A,Mobile Development,Cohort 2,Prof. Robert Kiema,HealthTech,Active
TECH-000898,brian mogaka wamuyu,36358707,+254 107-165-37,brian.wamuyu@yahoo.com,1997-05-22,female,Kakamega,Shinyalu,Isukha North,"Plot 343, Lane 2, Kangundo",2026-04-04,I,Software Engineering,Cohort 1,Eng. Micah Kioko,Logistics,On Hold
TECH-000899,masinde kilonzu,57 216 333,+254 734-597-93,masinde.kilonzo@gmail.com,1997-10-01,male,Kiambu,Kabete,Gitaru,"Plot 417, Lane 2, Moi Avenue",05/10/2026,I,Data Engineering,Cohort 3,Prof. Esther Ondieki,HealthTech,Active
TECH-000900,mutisya kipngetich,95190598,+254 729-251-00,mutisya.kipngetich@gmail.com,1965-12-11,female,Kakamega,Lugari,Manda/Shivanga,"House 99, Kasarani Avenue, Likoni",20261124,I,Software Engineering,Cohort 3,Dr. Allan Mumo,Clean Energy,Completed
TECH-000901,muthuri gitonga,58384994,+254 731-335-81,muthuri.gitonga@gmail.com,1995-12-15,male,KIAMBU,Githunguri,NA,NA,20241216,A,Data Science,Cohort 3,Dr. Michael Gitonga,E-Commerce,Withdrawn
TECH-000902,KINYA CHERRUIYOT,28437610,+254 721-550-00,kinya.cheruiyot@gmail.com,1991-09-25,male,Kiambu,Limuru,Bibirioni,"Plot 212, Lane 10, Outering",22/08/2024,I,Mobile Development,Cohort 3,Dr. Allan Mumo,Clean Energy,On Hold
TECH-000903,KIMEU MAINGI,91370652,+254 756-436-77,kimeu.maingi@gmail.com,2005-09-22,female,Uasin Gishu,NA,Segero/Barsombe,"House 283, Garden Estate Avenue, Argwings Kodhek",15-10-2026,I,Cloud Computing,Cohort 1,Dr. Jeremiah Kioko,Logistics,Completed
TECH-000904,NDUKU KANANA KIMUTAI,75916227,+254 791-859-82,nduku.kimutai@gmail.com,1973-10-05,male,Uasin Gishu,Kapseret,Simat/Kapseret,"Plot 45, Lane 6, Kiambu Road",2026-01-20,A,Software Engineering,Cohort 1,Dr. Lucy Otieno,AgriTech,Withdrawn
TECH-000905,GITHINJI MUTWIRI MOGAKA,41635154,+254 107-916-55,githinji.mogaka@gmail.com,1971-06-03,female,Kiambu,Githunguri,Githiga,"Plot 380, Lane 6, Argwings Kodhek",2024-08-29,A,Software Engineering,Cohort 3,Dr. Sarah Mutua,AgriTech,On Hold
TECH-000906,J. ROTICH,26625933,+254 101-320-47,jrotich@gmail.com,19/08/1979,F,Kisumu,Kisumu Central,Kaloleni,Plot146Lane2Parklands,2024-12-31,ACTIVE,Software Engineering,Cohort2,Dr. Michael Gitonga,AgriTech,Active
TECH-000907,IRENE KAIMENYI,27627784,+254 704-532-66,irene.kaimenyi@outlook.com,1983-03-17,female,Nairobi,Lang'ata,Karen,"House 173, Thika Superhighway Street, Moi Avenue",15/12/2026,A,AI/ML,Cohort 3,Prof. Obadiah Mwania,AgriTech,Completed
TECH-000908,OMBATI MUTHEU MITEI,50450560,+254 787-970-02,ombati.mitei@yahoo.com,1980-10-21,female,Machakos,Mavoko,Athi River,"Plot 325, Lane 17, Argwings Kodhek",21/09/2026,I,Cloud Computing,Cohort 3,Dr. Joel Muthoka,AgriTech,Completed
TECH-000909,DANIEL AWUOR, 36235070,+254 733-975-77,daniel.awuor@yahoo.com,1971-10-15,female,Nairobi,Westlands,Kangemi,"Plot 95, Lane 9, Karen",01 Apr 2024,I,Cloud Computing,Cohort 1,Eng. Brian Mulwa,EdTech,Active
TECH-000910,mwikali kilonzo nanjala,53380330,+254 737-834-76,mwikali.nanjala@hotmail.com,1994-06-25,female,Machakos,Matungulu,Tala,"Plot 438, Lane 15, Moi Avenue",09/11/2025,I,Cloud Computing,Cohort 1,Eng. Martin Kasina,Clean Energy,Completed
TECH-000911,WANGECI NAMUKHULA KIMANI,38403396,+254 727-939-65,wangeci.kimani@yahoo.com,1983-09-09,female,Trans Nzoia,Saboti,Saboti,"Plot 37, Lane 9, Kangundo",28-03-2024,A,Data Science,Cohort 1,Prof. Robert Kiema,E-Commerce,Withdrawn
TECH-000912,AGNES LUBANGA,23136524,0715.467.07,agnes.lubanga@gmail.com,1997-10-27,female,MERU,Central Imenti,Kathonzweni,"Plot 37, Lane 15, Lenana",2024-01-20,A,Data Engineering,Cohort 3,Prof. Robert Kiema,HealthTech,Active
TECH-000913,RACHEL MBAKA,50468810,+254 706-931-51,rachel.mbaka@gmail.com,1958-05-14,female,Uasin Gishu,Moiben,Kimumu,"Plot 357, Lane 3, Ruiru",16 Apr 2026,I,Cybersecurity,Cohort 2,Prof. Robert Kiema,Logistics,Active
TECH-000914,simon weachira,72220991,+254 721-643-87,simon.wachira@outlook.com,1983-09-10,female,Kiambu,Kiambu,Riabai,"Plot 144, Lane 1, Mombasa Road",19-Feb-24,A,AI/ML,Cohort 1,Eng. Elijah Mwania,EdTech,On Hold
TECH-000915,TIMOTHY OSEKO,30858205,+254 716-026-75,timothy.oseko@outlook.com,1990-10-18,female,KISUMU,Kisumu East,Nyalenda 'A',"Plot 120, Lane 14, Mugumo",22-Jul-2025,A,Cybersecurity,Cohort 2,Eng. Micah Kioko,Fintech,On Hold
TECH-000916,SUSAN KANAMPIU,45010574,+254 721-060-20,susan.kanampiu@yahoo.com,1978-07-20,female,Turkana,Turkana West,Lopur,"House 44, Juja Street, Tom Mboya",10-May-2026,I,Data Science,Cohort 1,Dr. Sarah Mutua,AgriTech,On Hold
TECH-000917,BARNABAS ONSONGO,65413506,+254 113-597-54,barnabas.onsongo@yahoo.com,NA,female,Uasin Gishu,Kapseret,,"House 445, Argwings Kodhek Road, Westlands",29/03/2024,A,,Cohort 2,Eng. John Wekesa,AgriTech,Active
TECH-000918,muthaa akinyi,62111008,+254 777-211-66,muthaa.akinyi@gmail.com,1996-03-21,male,MOMBASA,Mvita,Shimanzi,"Plot 477, Lane 9, Garden Estate",2025-09-24,A,Cybersecurity,Cohort 2,Eng. Amos Nduku,Clean Energy,Completed
TECH-000919,sophia mwamburi,95133330,+254 119-488-98,sophia.mwamburi@hotmail.com,1985-07-24,male,Nairobi,Kibra,Woodley,"Plot 305, Lane 19, Kiambu Road",25/01/2026,I,Mobile Development,Cohort 1,Prof. Obadiah Mwania,IoT,Withdrawn
TECH-000920,habakkuk chepkorir,54431754,+254 772-638-46,habakkuk.chepkorir@gmail.com,1971-03-25,female,Nairobi,Westlands,Parklands,"Plot 146, Lane 5, Kikuyu",04-Jun-24,A,Cloud Computing,Cohort 2,Eng. Ezekiel Mumo,HealthTech,Active
TECH-000921,MUEMA MWANGI TIMOTHY,37423498,+254 784-958-30,mwangi.muema@gmail.com,1955-12-15,male,Kisumu,Nyakach,South West Nyakach,"House 234, Limuru Avenue, Juja",2026-03-04,I,Software Engineering,Cohort 2,Eng. Micah Kioko,HealthTech,Withdrawn
TECH-000922,naipanoi munyao,17598656,+254 114-936-10,naipanoi.munyao@hotmail.com,1969-02-22,female,Kilifi,Malindi,Malindi Town,"Plot 371, Lane 19, Kiambu Road",01/04/2024,A,Data Science,Cohort 3,Eng. Anne Momanyi,EdTech,Withdrawn
TECH-000923,jebiwott mutheu kosgei,58538289,+254 728-637-29,jebiwott.kosgei@gmail.com,1982-12-28,male,Nairobi,Kasarani,Kasarani,"House 63, Ngong Road Drive, Thika",18/04/2024,A,Cloud Computing,Cohort 1,Eng. Ezekiel Mumo,Logistics,Completed
