beneficiary_id,full_name,national_id_no,mobile_number,email,dob,gender,county,sub_county,ward,address,enrollment_date,status,household_size,employment_status,monthly_income,support_type,beneficiary_category
PLUS-000853,kipkirui gakii wangari,4160-6345,254 795 728 83,kipkirui.wangari@hotmail.com,1990-08-03,FEMALE,Nairobi,Dagoretti North,Gatina,"Plot 366, Lane 14, Karen",05-Jan-2025,active,7,Retired,27500,Business Grant,Youth
PLUS-000854,john kerubo rimberia,56509909,254 722 250 79,john.rimberia@yahoo.com,2003-07-10,FEMALE,Nairobi,Lang'ata,Mugumu-ini,"House 101, Parklands Road, Kiambu",22-08-2026,inactive,7,Student,48500,Medical Cover,Vulnerable
PLUS-000855,chepkorir mutune,75655873,254 795 320 16,chepkorir.mutune@yahoo.com,2001-04-28,FEMALE,Bungoma,Mt. Elgon,Elgon,"Plot 346, Lane 13, Kenyatta",2024-06-03,active,2,Employed,78500,Medical Cover,Orphan
PLUS-000856,onsongo mbuthia,48019794,254 708 253 05,onsongo.mbuthia@gmail.com,1988-12-13,MALE,Kakamega,Mumias East,Malaha/Isongo/Masindi,"House 187, Juja Road, River Road",17-Jun-2025,pending,2,Student,19500,Cash Transfer,Widow
PLUS-000857,aoko otieno,26272372,254 787 127 28,a.o@yahoo.com,1961-04-20,F,Turkana,Turkana East,Lokori/Kochodin,Plot68Lane3Lavington,09-12-2025,active,4,Retired,31500,Cash Transfer,Elderly
PLUS-000858,wangeci nekesa chepkorir,17050138,254 105 524 68,wangeci.chepkorir@gmail.com,1985-03-01,FEMALE,Nairobi,Westlands,Kitisuru,"House 74, Kenyatta Drive, Parklands",08-08-2025,pending,4,Retired,78000,Food Support,Youth
PLUS-000859,kipkorir ngang,26492810,Unknown,kipkorir.nganga@gmail.com,Not Provided,FEMALE,Trans Nzoia,Saboti,Matisi,"Plot 4, Lane 18, Ngong Road",21/08/2024,pending,7,Employed,48500,Food Support,Orphan
PLUS-000860,munyao mary namukhula,29405087,254 114 187 45,munyao.namukhula@gmail.com,2001-10-14,FEMALE,Machakos,Yatta,Ikombe,"Plot 265, Lane 19, Likoni",29-Jan-26,pending,3,Employed,30000,Food Support,Orphan
PLUS-000861,janet karnaja,82123324,254 722 657 22,janet.karanja@outlook.com,1970-04-24,FEMALE,Kakamega,Khwisero,Kisa Central,"House 118, Ngong Avenue, Kiambu Road",03-Sep-24,inactive,4,Retired,20500,Education Support,Vulnerable
PLUS-000862,rweria veronica wabomba,45346366,254 713 225 34,rweria.wabomba@hotmail.com,1967-05-14,FEMALE,Bomet,Konoin,Embomos,"Plot 366, Lane 10, Waiyaki",2026-06-29,pending,6,Retired,20000,Education Support,Elderly
PLUS-000863,brenda bett,64215650,+25477775156,brenda.bett@gmail.com,1990-11-15,FEMALE,Machakos,Matungulu,Matungulu West,"Plot 44, Lane 11, Waiyaki",12-20-2026,pending,10,Employed,18000,Cash Transfer,Widow
PLUS-000864,ongeri mutheu omondi,14-740-156,254 797 672 33,ongeri.omondi@gmail.com,1984-12-06,MALE,Kakamega,Mumias West,Etenje,"Plot 138, Lane 7, Ngong",2025-01-12,pending,3,Student,34000,Cash Transfer,Vulnerable
PLUS-000865,chepngeno barnabas kanampiu,37519951,254 716 497 26,chepngeno.kanampiu@gmail.com,2004-11-01,FEMALE,Unknown,Mathira,Konyu,"Plot 246, Lane 7, Ruaraka",22 Feb 2023,active,2,Unknown,7000,Food Support,Elderly
PLUS-000866,bridget kipkemoi,50004437,254 775 053 80,bridget.kipkemboi@gmail.com,1990-09-06,FEMALE,Kiambu,Lari,Kijabe,"Plot 303, Lane 12, Kilimani",07-05-2025,pending,5,Self-Employed,45000,Cash Transfer,Widow
PLUS-000867,isaiah haggai maingi,64124001,254 725 260 69,isaiah.maingi@gmail.com,1991-09-14,MALE,Nairobi,Dagoretti North,Kawangware,"House 107, Garden Estate Road, River Road",2024-07-11,active,4,Unemployed,47000,Cash Transfer,Widow
PLUS-000868,kinyua wadada,22721215,254 702 124 18,kinyua.wadada@gmail.com,1963-12-15,FEMALE,Nairobi,Kibra,Sarang'ombe,"House 397, Jogoo Avenue, Lavington",2023-09-23,pending,1,Employed,17500,Cash Transfer,Widow
PLUS-000869,kinya adoyo mutune,25103503,254 105 336 72,kinya.mutune@gmail.com,1981-10-21,MALE,Nairobi,Dagoretti South,Ngando,"Plot 320, Lane 2, Juja",20261018,inactive,4,Retired,37000,Food Support,PWD
PLUS-000870,deborah musiala,43247799,Unknown,deborah.musila@gmail.com,1979-10-24,FEMALE,Kakamega,Mumias East,Malaha/Isongo/Masindi,"House 405, Jogoo Avenue, Kenyatta",05 May 2025,pending,Not Provided,Employed,23000,Business Grant,Widow
PLUS-000871,kimeu chepngeno,74176576,254 746 820 11,kimeu.chepngeno@gmail.com,1979-08-27,MALE,Kakamega,Mumias East,East Wanga,"Plot 81, Lane 4, Uhuru",2026-12-20,inactive,2,Retired,61000,Business Grant,PWD
PLUS-000872,kiprop nyambane wabomba,28896219,254 111 560 10,kiprop.wabomba@outlook.com,1996-12-18,FEMALE,Machakos,Masinga,Unknown,"Plot 451, Lane 6, Westlands",23-07-2026,active,6,Employed,26500,Food Support,Widow
PLUS-000873,philemon jepkoech ali,86938012,,philemon.ali@outlook.com,1974-05-26,FEMALE,Turkana,Loima,Turkwel,"Plot 35, Lane 18, Karen",08-Apr-2025,pending,Unknown,Self-Employed,Not Provided,Education Support,PWD
PLUS-000874,kinya mutua,42292892,254 799 349 63,kinya.mutua@outlook.com,1962-01-28,MALE,Trans Nzoia,Endebess,Endebess,"House 4, Langata Drive, Mugumo",15-10-2026,inactive,1,Self-Employed,36000,Business Grant,PWD
PLUS-000875,mwikali samuel,44656852,254 789 483 05,samuel.mwikali@yahoo.com,1950-04-20,MALE,Kiambu,Githunguri,Githiga,"Plot 472, Lane 9, Kangundo",22-01-2023,active,7,Unemployed,9500,Food Support,PWD
PLUS-000876,zephaniah muthuri,77465708,254 755 844 92,zephaniah.muthuri@outlook.com,1961-04-04,FEMALE,Not Provided,Naivasha,,"Plot 353, Lane 11, Kiambu",2023-11-25,pending,4,Unemployed,Not Provided,Cash Transfer,Youth
PLUS-000877,samuel rotich,Not Provided,254 777 744 88,samuel.rotich@gmail.com,1985-11-17,FEMALE,Kiambu,Kikuyu,Kikuyu,"Plot 415, Lane 8, River Road",07-03-2026,pending,6,Self-Employed,85500,Business Grant,Widow
PLUS-000878,korir nahum onyango,85642637,254 715 911 08,nahum.korir@gmail.com,2002-12-17,MALE,Kiambu,Limuru,Limuru East,"Plot 303, Lane 16, Athi River",07-07-2026,active,3,Student,35500,Education Support,Youth
PLUS-000879,mercy owuor keter,64627534,254 758 042 99,mercy.keter@yahoo.com,2004-12-27,MALE,Nairobi,Westlands,Kitisuru,"Plot 129, Lane 3, Thika Superhighway",11 Apr 2025,active,6,Self-Employed,40000,Food Support,Vulnerable
PLUS-000880,onyango kanampiu,57-876-025,254 117 740 72,onyango.kanampiu@gmail.com,1971-10-25,MALE,Nairobi,Dagoretti North,Kileleshwa,"House 436, Juja Road, Tom Mboya",03/07/2026,pending,5,Unemployed,68500,Medical Cover,Vulnerable
PLUS-000881,cherotich gihcuru,84430500,254 112 829 09,cherotich.gichuru@yahoo.com,2004-04-21,MALE,Turkana County,Turkana Central,Lodwar Township,"Plot 207, Lane 12, Lenana",31/03/2026,inactive,1,Employed,21000,Medical Cover,PWD
PLUS-000882,leah saidimu,13519039,254 753 160 99,leah.saidimu@yahoo.com,1990-10-14,MALE,Bungoma,Kabuchai,Bwake/Luuya,"Plot 166, Lane 17, Ruaraka",10/01/2025,pending,1,Self-Employed,74500,Education Support,Orphan
PLUS-000883,susan mtbaka,77926594,254 101 251 57,susan.mbaka@yahoo.com,1967-07-02,FEMALE,Kiambu,Lari,Kamburu,"Plot 217, Lane 14, Garden Estate",06/28/2024,active,3,Employed,22500,Education Support,Vulnerable
PLUS-000884,naipanoi john mburu,88309134,+254 775-981-65,naipanoi.mburu@gmail.com,1990-09-06,MALE,Trans Nzoia,Endebess,Chepchoina,"Plot 258, Lane 18, Karen",05/02/2024,inactive,8,Student,39500,Cash Transfer,Vulnerable
PLUS-000885,okello habakkuk mohamed,33179292,254 747 596 27,okello.mohamed@hotmail.com,2000-12-08,MALE,Nairobi,Dagoretti South,Riruta,"House 273, Tom Mboya Avenue, Athi River",08/23/2026,pending,3,Retired,52500,Education Support,Orphan
PLUS-000886,michael mwende nafula,30833313,254 754 877 54,michael.nafula@yahoo.com,Not Provided,MALE,Turkana,Turkana North,Kaikor,Unknown,27-Jan-2024,pending,4,Self-Employed,50500,Business Grant,Vulnerable
PLUS-000887,awiti kivuva,68964116,254 107 868 42,awiti.kivuva@gmail.com,2006-10-26,FEMALE,Nairobi,Kasarani,Kamulu,"Plot 188, Lane 13, Langata",2025-04-21,pending,1,Unemployed,54500,Cash Transfer,PWD
PLUS-000888,namukhula anyango,64178031,254 106 423 22,namukhula.anyango@gmail.com,1960-09-04,FEMALE,Nairobi,Westlands,Kitisuru,"House 465, Karen Drive, Garden Estate",20260607,inactive,5,Self-Employed,32500,Food Support,PWD
PLUS-000889,alexander chepkirui,95031405,254 729 078 48,alexander@gmail.com,1999-06-20,FEMALE,Uasin Gishu,Turbo,Ngenyilel,"House 83, Mugumo Road, Uhuru",01/09/2026,active,6,Student,85000,Food Support,PWD
PLUS-000890,kamau opiyo,22358164,254 758 985 38,kamau.opiyo@yahoo.com,1991-10-14,MALE,Mombasa,Likoni,Bofu,"Plot 232, Lane 13, Waiyaki",22/06/2026,active,4,Employed,39000,Business Grant,Widow
PLUS-000891,chepkoech wekesa,88 153 810,254 717 204 66,chepkoech.wekesa@gmail.com,1971-12-09,FEMALE,Kisumu,Muhoroni,Muhoroni/Koru,"House 248, Garden Estate Road, Westlands",03-23-2023,active,8,Student,12500,Medical Cover,Youth
PLUS-000892,wafula lenguro,49379157,254 118 757 27,wafula.lenguro@gmail.com,1976-01-25,FEMALE,Nakuru,Kuresoi South,Tinet,"Plot 176, Lane 3, Kasarani",2023-12-15,inactive,4,Employed,21500,Medical Cover,Youth
PLUS-000893,kebaso omrar,72002380,254 716 394 24,k.o@gmail.com,18-Mar-03,FEMALE,Nyeri,Tetu,Dedan Kimathi,"Plot 188, Ln 8, Outering",2025-07-02,Pending,2,Unemployed,17500,Cash Transfer,Orphan
PLUS-000894,kiprop mukhwana kipsang,97112459,254 778 731 99,kiprop.kipsang@hotmail.com,2000-04-25,MALE,Meru,Tigania West,Kianjai,"House 258, Argwings Kodhek Avenue, Jogoo",05 Jul 2026,inactive,1,Student,20000,Business Grant,PWD
PLUS-000895,kipchirchir otien,85251775,254 704 701 88,kipchirchir.otieno@hotmail.com,1995-02-21,FEMALE,Trans Nzoia,Cherangany,Kaplamai,"Plot 405, Lane 6, Moi Avenue",2025-03-04,pending,4,Retired,22500,Medical Cover,Elderly
PLUS-000896,daniel bett,57019856,254 775 202 60,daniel.bett@gmail.com,1959-06-06,FEMALE,Turkana,Loima,Kotaruk/Lobei,"House 38, Kitisuru Street, Karen",,pending,1,Student,18000,Cash Transfer,Youth
PLUS-000897,grace namukhula,76805175,254 719 848 55,grace.namukhula@yahoo.com,1984-01-13,FEMALE,Nairobi,Dagoretti North,Kawangware,"House 55, Mugumo Drive, Moi Avenue",17-Mar-2025,inactive,6,Retired,40500,Cash Transfer,Orphan
PLUS-000898,ongeribarasa,79521092,254 748 228 93,ongeri.barasa@yahoo.com,1988-09-14,MALE,Kiambu,Ruiru,Kiuu,"Plot 307, Lane 14, Parklands",06-Dec-24,inactive,3,Self-Employed,19500,Business Grant,Orphan
PLUS-000899,cynthia kiprono kioko,76738801,254 792 505 42,cynthia.kioko@gmail.com,1983-12-23,MALE,Kisumu,Nyando,Kabonyo/Kanyagwal,,2025-10-26,active,2,Unemployed,22000,Food Support,Widow
PLUS-000900,veronica kenei,46663600,+254 779-409-28,veronica.kenei@gmail.com,1993-07-09,MALE,Kisumu,Nyakach,West Nyakach,"Plot 285, Lane 7, Outering",11/17/2024,inactive,7,Retired,20000,Cash Transfer,Elderly
PLUS-000901,jonah jepkorir muthoka,75845066,+25478960107,jonah.muthoka@outlook.com,1990-02-11,FEMALE,Mombasa,Likoni,Bofu,"Plot 71, Lane 3, Ruiru",20260531,active,4,Unemployed,14000,Medical Cover,PWD
PLUS-000902,michael koechh,12251618,254 787 730 84,michael.koech@yahoo.com,1982-04-23,FEMALE,Kiambu,Kabete,Muguga,"House 217, Kikuyu Road, Ruaraka",2025-06-26,active,4,Employed,63000,Medical Cover,Vulnerable
PLUS-000903,kilonzo athman,38920897,254 706 323 88,kilonzo.athman@gmail.com,1967-05-14,MALE,Nairobi,Lang'ata,Mugumu-ini,"House 6, Kiambu Road, Kenyatta",22/01/2025,pending,4,Self-Employed,30000,Business Grant,Elderly
PLUS-000904,kwamboka charono,20724650,254 781 301 17,kwamboka.cherono@gmail.com,1979-03-11,FEMALE,Nairobi,Dagoretti North,Kileleshwa,"House 467, Uhuru Avenue, Lavington",22/01/2026,active,3,Employed,108000,Medical Cover,Elderly
PLUS-000905,dorothy maima,68402385,011874001,dorothy.maina@outlook.com,1979-08-15,MALE,Nairobi,Dagoretti South,Mutuini,"Plot 14, Lane 2, Kileleshwa",11-03-2023,active,3,Employed,7000,Food Support,Vulnerable
PLUS-000906,timothy habakkuk naliaka,72051615,254 119 491 52,timothy.naliaka@outlook.com,1993-09-04,MALE,Nairobi,Kasarani,Kamulu,"Plot 83, Lane 20, Tom Mboya",2024-11-28,pending,5,Student,38000,Education Support,Orphan
PLUS-000907,okoth kiarie,60635121,254 764 241 21,okoth.kiarie@hotmail.com,2002-06-03,FEMALE,Turkana,Loima,Loima,"Plot 409, Lane 5, Likoni",12-Oct-2023,pending,5,Employed,17500,Business Grant,Vulnerable
PLUS-000908,esther omondi chebet,98750131,254 733 596 42,Not Provided,1978-12-03,FEMALE,Not Provided,Tetu,Aguthi/Gaaki,"Plot 276, Lane 15, Kitisuru",30-Aug-2025,pending,4,Student,32500,Business Grant,Orphan
PLUS-000909,james musyoka kioko,32638266,254 792 288 73,james.kioko@gmail.com,1997-01-20,MALE,Turkana,Turkana Central,Kalokol,"Plot 318, Lane 8, Mugumo",11-Aug-2025,pending,9,Employed,38500,Education Support,Orphan
PLUS-000910,victor wekesa mungai,78320452,254 763 063 67,victor.mungai@gmail.com,1953-11-08,MALE,Kakamega,Khwisero,Kisa East,"House 177, Parklands Avenue, Kenyatta",31-10-2025,active,1,Unemployed,53000,Medical Cover,Elderly
PLUS-000911,syombua mwirigi,65798756,254 773 095 01,syombua.mwirigi@gmail.com,1982-03-28,FEMALE,NAIROBI,DAGORETTI SOUTH,UTHIRU,"House 369, Lenana Street, Uhuru",23-Jul-2025,inactive,3,Student,32000,Food Support,Vulnerable
PLUS-000912,musyoka margaret muthuri,19 777 233,254 738 845 35,musyoka.muthuri@gmail.com,1991-08-22,FEMALE,Kakamega,Lugari,Manda/Shivanga,"House 341, Kenyatta Drive, Kasarani",11/29/2024,pending,7,Self-Employed,16500,Medical Cover,Elderly
PLUS-000913,benjamin gathoni chepkwony,61846177,254 728 181 78,Not Provided,Unknown,FEMALE,Bungoma County,Kanduyi,Marakaru/Tuuti,"Plot 419, Lane 18, Kilimani",15 Dec 2026,active,2,,19500,Food Support,Widow
PLUS-000914,awiti waiithera,14688586,254 757 315 11,awiti.waithera@hotmail.com,1991-12-13,MALE,Nairobi,Dagoretti North,Kawangware,"Plot 201, Lane 7, Thika",2023-02-03,active,3,,41000,Cash Transfer,Orphan
PLUS-000915,victor lydia ndunda,86-964-296,254 119 214 20,victor.ndunda@yahoo.com,1983-12-22,MALE,Trans Nzoia,Kwanza,Keiyo,"Plot 393, Lane 15, Ruaraka",2026-04-03,inactive,3,Unemployed,56500,Business Grant,Widow
PLUS-000916,wambugu nekesa,29206813,254 774 261 99,w.n@hotmail.com,11/05/1968,M,Kiambu,Ruiru,Gatong'ora,"plot 122, lane 6, kilimani",01/05/2026,Active,7,Student,40000,Food Support,Elderly
PLUS-000917,haggai kipkirui ongaya,74287218,254 728 122 77,haggai.ongaya@gmail.com,1989-02-16,FEMALE,Mombasa,Kisauni,Mtopanga,"Plot 106, Lane 12, Kangundo",10-Apr-23,,7,Self-Employed,43000,Education Support,Youth
PLUS-000918,syokau joel kanampiu,29942284,254 738 987 59,syokau.kanampiu@gmail.com,1985-04-20,MALE,Kiambu,Kabete,Kabete,"House 199, Juja Road, Kangundo",24-02-2024,pending,3,Unemployed,26500,Medical Cover,Elderly
PLUS-000919,muriuki jebet baya,88931606,254 798 206 00,mbaya@gmail.com,03-Aug-1996,Male,Kisumu,Seme,West Seme,"House 250, Athi River Drive, Juja",20231011,pending,3,Student,12500,Food Support,Widow
PLUS-000920,edward kipngetich,71222108,254 764 262 66,Unknown,1990-01-07,MALE,Kiambu,Lari,Kinale,"Plot 342, Lane 12, Argwings Kodhek",23-Dec-23,Unknown,5,Self-Employed,41500,Cash Transfer,Widow
PLUS-000921,judith nyambura mulandi,10500877,254 105 711 05,judith.mulandi@gmail.com,1962-09-28,FEMALE,Nairobi,Dagoretti North,Kawangware,"House 440, Ruiru Drive, Karen",19-Dec-2026,pending,3,Retired,13000,Food Support,Elderly
PLUS-000922,chepkorir kiprop,78870570,254 108 910 18,chepkorir.kiprop@gmail.com,1979-03-05,MALE,Mombasa,Likoni,Bofu,"Plot 5, Lane 5, Lenana",09/18/2026,Unknown,5,Employed,9500,Medical Cover,Elderly
PLUS-000923,mbaka kasina kipaati,44086060,254 725 049 19,mbaka.kipaati@outlook.com,Unknown,MALE,Kiambu County,Lari,,"House 58, Mugumo Avenue, Kenyatta",20-Nov-2023,inactive,,Self-Employed,27500,Business Grant,Orphan
PLUS-000924,nduku isaac saidimu,82957881,254 718 471 30,nduku.saidimu@gmail.com,1973-03-16,MALE,Bungoma,Webuye West,Sitikho,"Plot 325, Lane 12, Kitisuru",2026-09-07,inactive,4,Employed,29000,Education Support,Vulnerable
PLUS-000925,wachira achieg,73369617,254 113 136 99,wachira.achieng@gmail.com,2004-11-22,FEMALE,Kisumu,Kisumu East,Nyalenda 'A',"Plot 330, Lane 17, Ngong Road",06-Jun-23,active,4,Employed,18500,Business Grant,Youth
PLUS-000926,gakunyi joshua mogaka,55252973,+254 737 672 03,gakunyi.mogaka@hotmail.com,1963-10-19,FEMALE,Kisumu,Seme,North Seme,"House 293, Kenyatta Road, Juja",31-08-2024,active,6,Unemployed,66500,Business Grant,Orphan
PLUS-000927,syokau kiprotich,89797435,254 114 436 94,s.k@gmail.com,19960104,M,Unknown,Kikuyu,Nachu,"House 466, Garden Estate Avenue, Uhuru",01-Sep-24,Active,1,Not Provided,18500,Food Support,PWD
PLUS-000928,gichuru okelol,76703346,254 787 680 75,gichuru.okello@outlook.com,,MALE,Trans Nzoia,Not Provided,Machewa,"House 338, Waiyaki Drive, Parklands",26-06-2025,inactive,3,Not Provided,65500,Business Grant,Elderly
PLUS-000929,kaloki wangari,76434426,254 112 253 04,kaloki.wangari@gmail.com,1996-12-22,MALE,Machakos,Machakos Town,Machakos Central,"Plot 434, Lane 4, Thika",01/06/2025,active,5,Student,23000,Food Support,Elderly
PLUS-000930,kiprop mwakisha,25228744,254 786 251 68,kiprop.mwakisha@gmail.com,1983-06-08,FEMALE,Nakuru,Subukia,Subukia,"Plot 411, Lane 20, Kikuyu",20260429,active,2,Student,42500,Medical Cover,PWD
PLUS-000931,kilonzo bett,67401265,254 114 212 36,kilonzo.bett@gmail.com,1995-02-10,FEMALE,Turkana,Turkana East,Kapedo/Napeitom,"Plot 399, Lane 19, Athi River",17/11/2026,active,2,Retired,34500,Medical Cover,Elderly
PLUS-000932,kipkoech faith kiprono,74547148,254 746 434 58,kipkoech.kiprono@gmail.com,1979-05-14,MALE,Uasin Gishu,Kesses,Taratai,"House 56, Langata Road, Outering",14/07/2023,inactive,9,Employed,20000,Cash Transfer,Youth
PLUS-000933,nabwire kiprop musila,82496804,254 765 565 35,nabwire.musila@gmail.com,1994-03-09,MALE,Kilifi,Rabai,Rabai/Kisurutini,"Plot 64, Lane 13, Lavington",03/06/2025,pending,6,Self-Employed,5000,Food Support,Vulnerable
PLUS-000934,george mbutha,72-768-816,254 719 407 37,george.mbuthia@gmail.com,1968-03-16,MALE,Kakamega,Matungu,Kholera,"Plot 13, Lane 4, Lavington",15/01/2026,inactive,8,Self-Employed,24000,Food Support,Elderly
PLUS-000935,judith george karanja,81803895,Unknown,judith.karanja@gmail.com,1969-12-05,MALE,Kiambu,Ruiru,Unknown,"Plot 19, Lane 19, Kileleshwa",2026-09-17,pending,10,Employed,,Medical Cover,Widow
PLUS-000936,nyambura kiamni,78060314,254 751 769 08,nyambura.kimani@gmail.com,1996-01-27,FEMALE,Nakuru,Nakuru Town East,Kivumbini,"Plot 173, Lane 12, River Road",2026-02-15,pending,3,Employed,27500,Cash Transfer,Vulnerable
PLUS-000937,habakkuk alice mwamburi,56029251,254 102 312 97,habakkuk.mwamburi@gmail.com,1997-03-09,FEMALE,Nakuru,Molo,Molo,"Plot 313, Lane 20, Kikuyu",17/04/2025,inactive,1,Student,15000,Cash Transfer,Vulnerable
PLUS-000938,nabwire kagendo mulandi,25119448,254 701 824 32,nmulandi@gmail.com,1978-08-27,FEMALE,Machakos,Masinga,Ndithini,"House 457, Kitisuru Avenue, Argwings Kodhek",20260406,ACTIVE,5,Student,98000,Business Grant,PWD
PLUS-000939,agnes ali,77002394,254 772 406 07,agnes.ali@gmail.com,1978-05-27,MALE,Machakos,Machakos Town,Kola,"House 452, Karen Road, Lavington",Unknown,pending,3,Unemployed,27500,Food Support,Orphan
PLUS-000940,kimani paul hassan,56675977,+254 729-839-53,kimani.hassan@gmail.com,1994-03-15,MALE,Meru,Igembe Central,Akachiu,"Plot 296, Lane 10, Waiyaki",29-Jul-2026,inactive,8,Student,16000,Education Support,Widow
PLUS-000941,kioko gichukimomanyi,49517947,254 112 481 55,kioko.gichuki@outlook.com,1985-01-14,MALE,UASIN GISHU,SOY,KIPSOMBA,"House 258, Karen Drive, Ngong Road",11/09/2024,inactive,5,Unemployed,21000,Business Grant,PWD
PLUS-000942,mworoa okoth,71236550,254 759 882 88,mworoa.okoth@yahoo.com,1998-02-24,MALE,Nairobi,Westlands,Kitisuru,"Plot 198, Lane 6, Tom Mboya",06-Jun-24,pending,6,Retired,33500,Business Grant,Youth
PLUS-000943,ndunge kiprotich,17760673,254 703 541 58,ndunge.kiprotich@gmail.com,1967-10-07,MALE,Nairobi,Lang'ata,Mugumu-ini,"Plot 48, Lane 19, Kiambu",2024-02-01,pending,4,Retired,57000,Business Grant,PWD
PLUS-000944,mueni korosns,76042903,254 716 629 75,mueni.koross@gmail.com,1969-08-28,FEMALE,Nyeri,Othaya,Iria-ini,"House 67, Westlands Street, Kileleshwa",21 May 2024,active,3,Employed,27500,Medical Cover,Youth
PLUS-000945,naserian wambugu muema,11630867,254 737 823 16,naserian.muema@yahoo.com,1981-04-05,MALE,Kakamega,Mumias West,West Wanga,"House 355, Waiyaki Road, Tom Mboya",20240608,pending,7,Student,14500,Cash Transfer,Orphan
PLUS-000946,wachira chepkoech mwangolo,5426-9149,254 767 025 53,wachira.mwangolo@gmail.com,1986-08-14,MALE,Kakamega,Unknown,East Wanga,"House 197, Langata Drive, Mugumo",06-Feb-23,Not Provided,4,Not Provided,27000,Medical Cover,Widow
PLUS-000947,victor chebet,73339433,254 762 815 20,victor.chebet@gmail.com,1981-09-20,FEMALE,Kakamega,Mumias East,East Wanga,"Plot 86, Lane 6, Kiambu Road",11 Sep 2023,active,8,Self-Employed,40000,Food Support,PWD
PLUS-000948,brian kwamboka macharia,66364654,254 702 778 62,brian.macharia@hotmail.com,1975-12-18,MALE,Mombasa,Nyali,Mkomani,"Plot 250, Lane 12, Kasarani",29-Mar-2026,pending,2,Student,17500,Medical Cover,Orphan
PLUS-000949,silas akini,41394539,254 731 580 55,silas.akinyi@gmail.com,1990-08-25,FEMALE,Kakamega,Matungu,Khalaba,"Plot 362, Lane 5, Thika",25/06/2026,inactive,5,Employed,26000,Cash Transfer,Elderly
PLUS-000950,grace nekesa,69566993,+254 771-181-05,grace.nekesa@gmail.com,2001-08-21,FEMALE,Kilifi,Kilifi South,Chasimba,"House 142, Kilimani Avenue, Parklands",2023-07-03,pending,2,Self-Employed,125000,Food Support,Widow
PLUS-000951,victor gitau,67304369,254 798 210 75,victor.gitau@yahoo.com,1988-06-05,FEMALE,Kisumu,Nyando,Kabonyo/Kanyagwal,"House 381, River Road Road, Parklands",26-Nov-2025,pending,5,Retired,,Cash Transfer,Youth
PLUS-000952,isaiah otieon,90410541,254 789 494 95,isaiah.otieno@gmail.com,,FEMALE,Kiambu,Kabete,Muguga,"Plot 26, Lane 17, Garden Estate",28/03/2026,Unknown,7,Not Provided,85500,Medical Cover,Elderly
PLUS-000953,alexander mumio,29918252,Not Provided,alexander.mumo@gmail.com,1964-04-27,FEMALE,Kisumu,Kisumu Central,Nyalenda 'B',"Plot 158, Lane 17, Likoni",2024-09-02,,3,Student,Not Provided,Cash Transfer,Elderly
PLUS-000954,syombua bett,2996-9152,254 735 667 60,syombua.bett@gmail.com,1961-02-10,MALE,,Bumula,Khasoko,Not Provided,29-01-2024,inactive,,Retired,8000,Food Support,Youth
PLUS-000955,chepngeno ommbati,93-612-431,074585731,chepngeno.ombati@gmail.com,1990-03-10,MALE,Bomet,Chepalungu,Sigour,"House 371, Moi Avenue Street, Kikuyu",2025-08-07,pending,3,Employed,82000,Business Grant,PWD
PLUS-000956,masinde musalia,86830303,0723.649.62,masinde.musalia@hotmail.com,1981-02-15,MALE,Kiambu,Ruiru,Kahawa Wendani,"Plot 406, Lane 6, Kiambu",19-03-2023,Unknown,3,Retired,Not Provided,Education Support,PWD
PLUS-000957,"okoth, margaret", 91542980,254 726 614 49,margaret.okoth@yahoo.com,1978-12-26,MALE,Kisumu,Nyando,Kobura,"Plot 115, Lane 11, Ruaraka",,pending,3,Self-Employed,65500,Cash Transfer,PWD
PLUS-000958,mutheu jonathan kiprono,73872605,254 768 252 25,mutheu.kiprono@gmail.com,1968-09-14,MALE,Meru,Central Imenti,Kathonzweni,"Plot 409, Lane 17, Kitisuru",2024-07-31,inactive,6,Unemployed,26500,Cash Transfer,PWD
PLUS-000959,onditi mwinyi,27 032 738,254 777 233 13,onditi.mwinyi@gmail.com,1991-06-01,FEMALE,Uasin Gishu,Turbo,Tapsagoi,"House 309, Ngong Drive, Lavington",24/10/2024,active,3,Student,23000,Cash Transfer,PWD
PLUS-000960,mukhwana wafula,36-738-225,254 775 507 26,mukhwana.wafula@hotmail.com,1973-10-04,MALE,Nairobi,Dagoretti North,Gatina,"House 297, Ngong Road Drive, Athi River",2026-10-10,active,3,Student,32000,Food Support,Elderly
PLUS-000961,mark gichuru chepkorir,Unknown,254 774 785 26,mark.chepkorir@yahoo.com,2004-02-12,MALE,Trans Nzoia,Cherangany,Sitatunga,"Plot 332, Lane 16, Lavington",2023-03-26,active,2,Student,53000,Food Support,Orphan
PLUS-000962,atieno kioko,49905391,+25410800427,atieno.kioko@yahoo.com,1990-12-15,FEMALE,Bungoma,Sirisia,Malakisi/South Kulisiru,"Plot 407, Lane 17, Kilimani",23-05-2024,pending,6,Unemployed,59500,Education Support,Orphan
PLUS-000963,gitonga chepkwony,50998106,254 118 438 26,g.c@outlook.com,15-06-1979,MALE,Kiambu,Limuru,Ndeiya,"plot 300, lane 17, river road",2026-05-06,I,2,Unemployed,21500,Medical Cover,Youth
