beneficiary_id,full_name,national_id,phone_number,email,date_of_birth,gender,county,sub_county,ward,address,registration_date,status,school_name,education_level,course,scholarship_amount,academic_year
SCH-000760,Ondieki Wanyonyi,37685026,071375943,ondieki.wanyonyi@yahoo.com,2004-04-01,Female,Nairobi,Westlands,Kitisuru,"Plot 36, Lane 10, Parklands",17-Feb-23,Active,Kenya Methodist University,Undergraduate,Civil Engineering,448776,2022/2023
SCH-000761,Kipkoech C. Wabomba,33847090,078880853,kipkoech.wabomba@gmail.com,1976-05-22,Female,Mombasa,Likoni,Shika Adabu,"Plot 107, Lane 4, Kenyatta",23-Oct-2024,Inactive,Coast Institute of Technology,Certificate,Economics,291495,2025/2026
SCH-000762,Elijah Achieng Cherono,48493281,010523830,elijah.cherono@yahoo.com,1979-07-21,Male,Meru,Igembe North,Ntunene,"Plot 397, Lane 14, Mombasa Road",21-11-2024,Inactive,Lenana School,Secondary,Law,344420,2022/2023
SCH-000763,George Baya,56574888,011438943,george.baya@yahoo.com,1979-12-02,Female,Machakos,Kathiani,Lower Kaewa/Iveti,"Plot 84, Lane 10, Thika",2022-07-26,Active,Mang'u High School,Undergraduate,Nursing,261147,2023/2024
SCH-000764,Florence Kipkoech,33820621,0116.084.20,florence.kipkoech@gmail.com,1950-11-10,Female,Bungoma,Mt. Elgon,Elgon,"Plot 438, Lane 18, Moi Avenue",15-05-2025,Pending,Starehe Boys Centre,Undergraduate,Civil Engineering,81767,2023/2024
SCH-000765,Priscilla Catherine Odhiambo,46260563,077556996,priscilla.odhiambo@gmail.com,1958-03-09,Female,Nairobi,Dagoretti North,Kileleshwa,"Plot 80, Lane 13, Tom Mboya",05-Jan-2024,Inactive,Kenya High School,Postgraduate,Computer Science,279622,2022/2023
SCH-000766,Janet Ongaya,87036318,011447617,janet.ongaya@gmail.com,1984-05-06,Female,Nairobi,Kibra,Makina,"Plot 323, Lane 6, Kilimani",2022-09-24,Pending,Mount Kenya University,Undergraduate,Medicine,415686,2022/2023
SCH-000767,Syombua Wabomba,25125619,079516056,syombua.wabomba@hotmail.com,1963-07-09,Female,Mombasa,Kisauni,Mtopanga,"House 276, Kiambu Road Drive, Tom Mboya",30-May-22,Pending,Alliance High School,Diploma,Architecture,379371,2025/2026
SCH-000768,Kipkorir Githinji,99066240,011300903,kipkorir.githinji@outlook.com,1999-01-13,Female,Nairobi,Dagoretti North,Kawangware,"House 188, Outering Avenue, Outering",2025-05-24,Pending,Mang'u High School,Certificate,Medicine,327753,2025/2026
SCH-000769,Elijah Marete,N/A,011558001,elijah.marete@gmail.com,1971-01-18,Female,Bungoma,Bumula,South Bukusu,"House 341, Kiambu Avenue, Kiambu Road",13/10/2022,Pending,Kabianga High School,Postgraduate,Law,129307,2022/2023
SCH-000770,Teresa Mokua Olela,40486002,072984826,teresaolela@outlook.com,09-20-1991,FEMALE,Trans Nzoia,Endebess,Chepchoina,"House 461, Kangundo Ave, Likoni",2022-04-03,Pending,Strathmore University,DIPLOMA,Architecture,127224,2022 /2023
SCH-000771,Jonathan Nyambane,99571805,077888356,jonathan.nyambane@outlook.com,1986-12-14,Female,Kakamega,Butere,Marama South,"Plot 288, Lane 1, Lavington",01-02-2023,Pending,Strathmore University,Diploma,Journalism,117937,2024/2025
SCH-000772,Nabwire Jepkorr,15406577,078260751,nabwire.jepkorir@gmail.com,1984-05-16,Male,Nairobi,Dagoretti North,Kawangware,N/A,2025-06-03,Inactive,Moi High School Kabarak,Postgraduate,Medicine,381556,2023/2024
SCH-000773,Harun Mwakideu,99068383,075771092,harun.mwakideu@gmail.com,1972-12-15,Female,Nairobi,Dagoretti South,Mutuini,"House 197, Argwings Kodhek Avenue, Kiambu",22-Sep-24,Active,Mang'u High School,Undergraduate,Education,125164,2023/2024
SCH-000774,Stephen Muthaama,59427999,075632994,stephen.muthama@yahoo.com,1971-12-05,Female,Machakos,Masinga,Muthesya,"House 229, Ngong Road Drive, Waiyaki",19-10-2022,Pending,Kenya Methodist University,Undergraduate,Civil Engineering,284401,2025/2026
SCH-000775,Muthaa Jebt,60-968-846,072856722,muthaa.jebet@gmail.com,1996-03-09,Male,Kilifi,Kilifi South,Junju,"Plot 58, Lane 10, Ruiru",03/21/2024,Inactive,Prestige Academy,Undergraduate,Information Technology,116410,2025/2026
SCH-000776,Kemunto Chepkorir,59498486,071411991,kemunto.chepkorir@gmail.com,1967-05-02,Male,Nairobi,Kibra,Sarang'ombe,"Plot 223, Lane 9, Ngong Road",17-Dec-2022,Inactive,JKUAT,Undergraduate,Economics,298295,2025/2026
SCH-000777,Kipsang Nabwire,88445646,072550521,kipsang.nabwire@gmail.com,1993-11-22,Female,Kiambu,Githunguri,Ngewa,"Plot 373, Lane 18, Thika",07-Feb-23,Inactive,Kenyatta University,Diploma,Medicine,434141,2022/2023
SCH-000778,Kipsang Anna Kipsang,47401092,077198136,kipsang.kipsang@hotmail.com,1980-08-10,Female,Nairobi County,Dagoretti South,Waithaka,"Plot 469, Lane 14, Waiyaki",2023-12-24,Active,Maseno School,Diploma,Economics,91896,2025/2026
SCH-000779,Thomas David Gitobu,11978622,078871271,thomas.gitobu@gmail.com,1987-05-11,Male,Kiambu,Githunguri,Githunguri,"Plot 333, Lane 7, Kiambu Road",27-Aug-2022,Active,Starehe Boys Centre,Secondary,Public Health,193294,2024/2025
SCH-000780,Nahum Wanjohi,31255444,076990293,nahum.wanjohi@gmail.com,1975-04-07,Male,Turkana,Loima,Kotaruk/Lobei,"House 16, Kikuyu Drive, Jogoo",23-09-2023,Active,Maranda High School,Undergraduate,Agriculture,142691,2024/2025
SCH-000781,Micah Kipaati,58064835,011423089,micah.kipaati@outlook.com,1956-08-06,Male,Kakamega,Matungu,Koyonzo,"Plot 146, Lane 15, Karen",2024-09-18,Pending,Maseno School,Secondary,Social Work,318985,2023/2024
SCH-000782,"Jepkorir, Cherono",95843097,078163521,cherono.jepkorir@yahoo.com,1978-05-16,Female,Bungoma,Webuye East,Mihuu,"Plot 435, Lane 12, River Road",10-Mar-23,Pending,Prestige Academy,Postgraduate,Economics,324123,2023/2024
SCH-000783,Mogaka Habakkuk Ngeno,35079956,073394795,m.ngeno@hotmail.com,22/04/2004,female,Kilifi,Kilifi South,Chasimba,"Plot 313, Lane 19, Outering",22 Jun 2025,INACTIVE,Starehe Boys Centre,CERTIFICATE,Law,155381,2023-2024
SCH-000784,Kipngetich Nabwire,60984196,010847263,kipngetich.nabwire@gmail.com,1978-12-06,Male,Nairobi,Westlands,Kitisuru,"Plot 18, Lane 14, Langata",30-Dec-2022,Active,St. Joseph's School,Undergraduate,Social Work,298885,2022/2023
SCH-000785,Joshua Mwinyi,83470479,077618384,joshua.mwinyi@yahoo.com,1973-07-10,Female,Machakos,Mavoko,Syokimau/Mulolongo,"Plot 300, Lane 5, Athi River",06-03-2025,Pending,N/A,N/A,Journalism,178831,2023/2024
SCH-000786,Christopher Wamuyu,85-102-924,070708684,christopher.wamuyu@gmail.com,1993-06-15,Female,Nairobi,Dagoretti South,Waithaka,"Plot 134, Lane 2, Kiambu",2023-03-25,Active,Kenya Methodist University,Undergraduate,Civil Engineering,72603,2023/2024
SCH-000787,Chepkorir Ondieki Kimutai,77779642,079771485,chepkorir.kimutai@gmail.com,1998-04-03,Female,Kakamega,Ikolomani,Idakho South,"Plot 182, Lane 5, Lavington",2022-03-20,Inactive,Mount Kenya University,Diploma,Law,215195,2023/2024
SCH-000788,Mwania Gichuru,69686509,076258266,mwania.gichuru@hotmail.com,1956-08-06,Male,Kakamega,Shinyalu,Isukha South,"Plot 368, Lane 17, Kasarani",09-Jun-2024,Pending,Moi High School Kabarak,Secondary,Journalism,271783,2024/2025
SCH-000789,Chepngeno Lydia Kipchumba,54589439,254 794 983 43,chepngeno.kipchumba@outlook.com,1982-11-20,Male,Nairobi,Dagoretti South,Waithaka,"Plot 161, Lane 13, Kangundo",18-May-23,Inactive,Prestige Academy,Postgraduate,Nursing,133790,2024/2025
SCH-000790,Isaiah M. Njuguna,30485751,072624900,isaiah.njuguna@gmail.com,1988-07-01,Male,Kakamega,Ikolomani,Idakho North,"Plot 282, Lane 7, Likoni",15/01/2023,Pending,Maranda High School,Diploma,Social Work,112565,2022/2023
SCH-000791,Njeri Munyori,30047069,011516650,njeri.munyori@hotmail.com,1998-09-27,Female,TRANS NZOIA,Endebess,Matumbei,"House 49, Ruaraka Street, Tom Mboya",02 Apr 2024,Pending,Kenya Methodist University,Certificate,Information Technology,328763,2024/2025
SCH-000792,Zechariah Mcharo,70640795,076420737,zechariah.mcharo@gmail.com,1959-07-07,Male,Machakos,Kathiani,Kathiani Central,"Plot 208, Lane 16, Uhuru",08-Sep-2025,Inactive,Moi University,Diploma,Education,270624,2022/2023
SCH-000793,Githinji Korir,64286033,010481016,githinji.korir@gmail.com,2001-01-16,Male,Nairobi,Lang'ata,Nyayo Highrise,"House 349, Karen Drive, Kasarani",04-Mar-25,Pending,Kenyatta University,Diploma,Medicine,143732,2024/2025
SCH-000794,Beatrice Kimani Kibathi,54343467,072103974,beatrice.kibathi@gmail.com,1999-10-03,Female,,Soy,Segero/Barsombe,"Plot 222, Lane 11, River Road",2023-03-08,Pending,,N/A,Business,407499,2024/2025
SCH-000795,John Musyimi,53305731,070984832,john.musyimi@yahoo.com,1980-02-23,Male,Mombasa,Kisauni,Mtopanga,N/A,01/11/2024,Pending,Coast Institute of Technology,Postgraduate,Agriculture,245327,2022/2023
SCH-000796,Lois Chepngeno,83381520,011919351,lois.chepngeno@hotmail.com,1982-09-15,Female,Bungoma,Mt. Elgon,Kapkateny,"Plot 328, Lane 14, Mombasa Road",25-Feb-2024,Active,Prestige Academy,Certificate,Public Health,346590,2023/2024
SCH-000797,Jane Mulandi,40540451,011760060,jane.mulandi@outlook.com,2002-04-04,Male,Meru County,Igembe North,Ntunene,"Plot 18, Lane 3, Ngong Road",20230515,Pending,Green Garden Academy,Certificate,Engineering,174084,2023/2024
SCH-000798,Grace Kasina Chepngeno,95347156,078787892,grace.chepngeno@gmail.com,1991-09-21,Male,Kakamega,Mumias East,Lusheya/Lubinu,"House 169, Kilimani Street, Uhuru",27-06-2023,Pending,Lenana School,Secondary,Nursing,121069,2023/2024
SCH-000799,Robert Oduya,82486770,072991300,robert.oduya@gmail.com,2002-07-18,Male,Kakamega,Shinyalu,Isukha West,"Plot 385, Lane 20, Mugumo",2024-04-19,Active,Prestige Academy,Certificate,Journalism,154807,2025/2026
SCH-000800,Wambui Musila,99543733,074584569,wambui.musila@gmail.com,1983-10-25,Male,Kisumu,Kisumu Central,Shauri Moyo,"House 29, Juja Street, Kangundo",24-01-2024,Active,Kenyatta University,Undergraduate,Nursing,162869,2023/2024
SCH-000801,Faith Mitei,68802124,071208111,faith.mitei@gmail.com,2001-12-14,Female,Kilifi,Magarini,Adu,"Plot 345, Lane 10, Ruiru",10-Apr-25,Active,Rift Valley Institute,Undergraduate,Accounting,156805,2023/2024
SCH-000802,"Musyimi, Awino Mwangi",72284373,011279868,awino.musyimi@yahoo.com,1977-11-22,Female,Nairobi County,Dagoretti South,Mutuini,N/A,2023-01-21,Inactive,Starehe Boys Centre,N/A,Agriculture,393645,2024/2025
SCH-000803,Mueni Kipkemboi,10632635,077386814,mueni@gmail.com,03-16-1976,F,Bungoma,Sirisia,Namwela,Plot207Lane16Uhuru,18-Mar-2022,pending,Alliance High School,DIPLOMA,Agriculture,151287,2025-2026
SCH-000804,Ruth Wekesa Gacheru,N/A,079436575,gacheruruth@gmail.com,06/06/1962,Male,Kakamega,Shinyalu,Isukha South,Plot 91 Lane 18 Jogoo,20/08/2024,Active,Maranda High School,DIPLOMA,Journalism,186998,2024-2025
SCH-000805,Naserian Wambugu Muema,1163-0877,073782316,naserian.muema@yahoo.com,1981-04-05,Male,Kakamega,Mumias West,West Wanga,"House 115, Kenyatta Avenue, Ngong",07-Feb-2024,Active,Coast Institute of Technology,Certificate,Journalism,159075,2024/2025
SCH-000806,Mutinda Njuguna,63415303,078400404,mutinda.njuguna@yahoo.com,1978-12-13,Female,Nakuru,Gilgil,Murindat,"Plot 43, Lane 17, Jogoo",05/19/2025,Active,Kabianga High School,Certificate,Accounting,232805,2023/2024
SCH-000807,James Gichuru Matoke,13713066 ,011679464,james.matoke@gmail.com,1989-08-12,Male,NAIROBI,KASARANI,KASARANI,"House 124, Uhuru Avenue, Thika Superhighway",13-Dec-22,Inactive,St. Joseph's School,Secondary,Medicine,435762,2025/2026
SCH-000808,Vincent Amos Kenga,NULL,075254832,vincent.kenga@gmail.com,1964-03-15,Male,Kisumu,Muhoroni,Chemelil,"Plot 221, Lane 11, Juja",24/02/2025,Inactive,Coast Institute of Technology,Undergraduate,Information Technology,162552,2022/2023
SCH-000809,Alexander Mwakisha,90783964,011610365,alexander.mwakisha@gmail.com,1977-12-22,Female,Kiambu,Kikuyu,Sigona,"Plot 70, Lane 4, Thika",25 Sep 2023,Active,Maseno University,Diploma,Medicine,107626,2022/2023
SCH-000810,Muema Akkinyi,64020132,076138657,m.akinyi@hotmail.com,27/05/1984,Female,Meru,North Imenti,Nkubu,"House 119, Kiambu Drive, Argwings Kodhek",20/09/2023,Pending,Green Garden Academy,CERTIFICATE,Engineering,144721,2022 / 2023
SCH-000811,Kebaso Kinyua,38947425,079718016,kebaso.kinyua@hotmail.com,1987-07-27,Male,Meru,Igembe South,Athiru Ruujine,"House 349, Kenyatta Drive, Langata",26-Feb-2024,Active,Strathmore University,Diploma,Agriculture,335179,2024/2025
SCH-000812,Muriuki Langat,62862467,075555607,muriuki.langat@hotmail.com,1993-12-16,Male,Kisumu,Nyakach,Central Nyakach,"Plot 358, Lane 13, Garden Estate",20230509,Pending,Egerton University,Secondary,Accounting,405236,2022/2023
SCH-000813,Kagwiria Njeri Mwakisha,46018367,075815133,kagwiria.mwakisha@gmail.com,1963-08-15,Male,Nakuru,Molo,N/A,"Plot 401, Lane 6, Kiambu",20-Jul-2023,Inactive,Eldoret National Polytechnic,Secondary,Medicine,72639,2023/2024
SCH-000814,Deborah Musila,43247799,071676149,deborah.musila@gmail.com,1979-10-24,Female,Kakamega,Mumias East,Malaha/Isongo/Masindi,"House 405, Jogoo Avenue, Kenyatta",13-01-2025,Active,Egerton University,Undergraduate,Agriculture,191631,2024/2025
SCH-000815,Mugo Mwinyi,11263526,072447924,mugo80@gmail.com,1971-07-15,FEMALE,Kakamega,Ikolomani,Idakho East,"Plot 373, Ln 13, Waiyaki",12-11-2022,active,Maseno University,CERTIFICATE,Information Technology,420639,2022 /2023
SCH-000816,Benjamin Simon Rotich,58269850,071983473,benjamin.rotich@hotmail.com,1967-09-16,Female,Meru,Central Imenti,Mwangathia,"House 321, Argwings Kodhek Drive, Outering",2022-07-02,Inactive,Eldoret National Polytechnic,Certificate,Social Work,178588,2024/2025
SCH-000817,Rweria Kihmba,73366381,,rweria.kihumba@gmail.com,1994-03-02,Female,NULL,Masinga,Ekalakala,"House 193, Lavington Road, Tom Mboya",2024-12-02,Active,Egerton University,Certificate,Accounting,142270,2023/2024
SCH-000818,Wanyonyi Kiprop Owuor,34216590,073997032,wanyonyi.owuor@gmail.com,1993-02-20,Female,Mombasa,Jomvu,Miritini,"Plot 439, Lane 6, Kilimani",09-07-2023,Inactive,Moi University,Certificate,Social Work,151998,2023/2024
SCH-000819,Eunice Mutua Senteu,64644684,078211636,eunice.senteu@yahoo.com,1976-02-26,Female,Mombasa,Kisauni,Mwakirunge,"Plot 289, Lane 8, Tom Mboya",13/05/2025,Pending,Eldoret National Polytechnic,Postgraduate,Medicine,135283,2024/2025
SCH-000820,Odhiambo Nmaukhula,52549710,010648467,odhiambo.namukhula@gmail.com,1998-01-01,Male,Meru,North Imenti,Mweronkanga,"House 173, Athi River Street, Athi River",22-Apr-2023,Pending,Maseno School,Postgraduate,Medicine,155471,2023/2024
SCH-000821,Isaiah Haggai Kipkorir,56 673 900,073401009,i.kipkorir@hotmail.com,1967-08-26,Male,Uasin Gishu,Turbo,Ngenyilel,"Plot 317, Lane 3, Kiambu Road",N/A,Inactive,,POSTGRADUATE,Education,392904,2025 / 2026
SCH-000822,silas peace mungai,87368164,070960950,silas.mungai@gmail.com,1979-12-19,Female,Uasin Gishu,Turbo,N/A,"Plot 296, Lane 11, Athi River",N/A,Inactive,N/A,Postgraduate,Journalism,335188,2023/2024
SCH-000823,Kathure Awuor,64140401,+25472438724,kathure.awuor@gmail.com,,Male,Nairobi,Lang'ata,Mugumu-ini,"Plot 430, Lane 9, Thika Superhighway",06/10/2022,Active,Mang'u High School,Diploma,Computer Science,136242,2023/2024
SCH-000824,Nanjala Musalia,68152649,079923390,nanjala_musalia@gmail.com,14-Jan-1988,MALE,NULL,Rabai,Ruruma,"Plot 404, Ln 19, Ngong Rd",NULL,A,JKUAT,POSTGRADUATE,Agriculture,78483,2024-2025
SCH-000825,Senteu Githinji,99624588,072557959,senteu.githinji@outlook.com,2000-07-24,Male,Mombasa,Kisauni,Mjambere,"House 239, Ruaraka Drive, Waiyaki",2024-01-01,Active,Strathmore University,Undergraduate,Computer Science,375293,2025/2026
SCH-000826,Naliaka Kinya Keter,40299882,077259346,naliaka.keter@hotmail.com,1954-04-11,Male,Nyeri,Tetu,Dedan Kimathi,"Plot 304, Lane 5, Kitisuru",19 Feb 2023,Active,Coast Institute of Technology,Undergraduate,Social Work,284950,2025/2026
SCH-000827,Amos Kinya,19509607,070924008,amos.kinya@gmail.com,1996-02-14,Female,Kilifi,Malindi,Shella,"House 38, Uhuru Avenue, Langata",20230117,Pending,Kabianga High School,Undergraduate,Journalism,135512,2024/2025
SCH-000828,Gitobu Mboru,56995391,071625769,g.mburu@gmail.com,12 Jul 2006,Female,Turkana,Turkana South,Katilu,"plot 378, lane 14, outering",2024-05-20,INACTIVE,Maseno School,UNDERGRADUATE,Agriculture,333036,2025-2026
SCH-000829,Munyao Nafula,18667877,076111943,munyao.nafula@gmail.com,1960-01-21,Male,Mombasa,Likoni,Bofu,"Plot 391, Lane 16, Westlands",23/06/2024,Inactive,St. Joseph's School,Diploma,Architecture,118063,2024/2025
SCH-000830,Alice Kipsang Barasa,36512868,073544613,alice.barasa@gmail.com,1985-08-21,Male,Kiambu,Kikuyu,Sigona,"Plot 204, Lane 16, Lenana",2023-08-30,Active,Coast Institute of Technology,Certificate,Journalism,143021,2025/2026
SCH-000831,Jepkoech Ollela,75817532,075770361,jepkoech.olela@gmail.com,1990-11-10,Female,Trans Nzoia,Kiminini,Sirende,"House 448, Karen Drive, Kilimani",21-Jun-2022,Inactive,University of Nairobi,Undergraduate,Law,201122,2024/2025
SCH-000832,Malachi Kagwe,69278774,077283086,,1966-08-17,Female,Kiambu,,Kiuu,"Plot 66, Lane 11, Kileleshwa",2025-10-15,Active,Kabianga High School,N/A,Law,180662,2023/2024
SCH-000833,Harun Mwirigi,93868796,011113341,harun.mwirigi@outlook.com,,Male,Nyeri,Mukurweini,Mukurwe-ini West,"House 19, Likoni Drive, Ngong",13-09-2025,Active,,Certificate,Architecture,332981,2024/2025
SCH-000834,Grace Adoyo,61753132,074731035,grace.adoyo@gmail.com,1992-12-20,Female,Bomet,Sotik,Chemagel,"House 163, Likoni Street, Uhuru",17-Nov-23,Active,Mang'u High School,Postgraduate,Social Work,257851,2023/2024
SCH-000835,Adhiambo Kynya,58537393,011169161,adhiambo.kinya@gmail.com,1975-09-04,Female,Nairobi,Kasarani,Kamulu,"Plot 330, Lane 5, Moi Avenue",2024-10-08,Inactive,Kenyatta University,Certificate,Economics,153464,2025/2026
SCH-000836,Kebaso Omar,72 002 380,071639424,kebaso.omar@hotmail.com,2003-03-18,Female,Nyeri,Tetu,Dedan Kimathi,"Plot 188, Lane 8, Outering",16/02/2025,Active,Moi High School Kabarak,Certificate,Accounting,176942,2022/2023
SCH-000837,Moses Cherono Kibathi,42454583,011476311,moses.kibathi@yahoo.com,1977-03-11,Female,MERU,NORTH IMENTI,NYAKI WEST,"House 253, Mugumo Street, Limuru",01-Mar-22,Inactive,Lenana School,Undergraduate,Public Health,139611,2023/2024
SCH-000838,Mwende Kimutai,68606757,072256250,mwende.kimutai@yahoo.com,1994-12-26,Female,Kakamega,Mumias East,East Wanga,"Plot 214, Lane 15, Jogoo",2023-01-20,Inactive,Kabianga High School,Postgraduate,Computer Science,175639,2023/2024
SCH-000839,MONICA IRENE MUSYIMI,74434188,011955764,monicamusyimi@yahoo.com,1968-01-11,Female,Uasin Gishu,Kesses,Cheptiret/Kipchamo,Plot442Lane18Ruaraka,19-Jan-25,ACTIVE,Kenya High School,SECONDARY,Agriculture,269999,2023-2024
SCH-000840,Christopher Matoke,11123267,075669115,christopher.matoke@yahoo.com,1972-10-14,Male,Mombasa,Nyali,Kongowea,"Plot 292, Lane 9, Ruaraka",01-27-2023,Inactive,Coast Institute of Technology,Undergraduate,Economics,322880,2024/2025
SCH-000841,Kasina Arwiti,30448683,071805719,kasina.awiti@yahoo.com,2002-06-06,Male,Mombasa,Likoni,Mtongwe,"House 167, Thika Superhighway Road, Kangundo",2025-12-10,Active,Kenya Methodist University,Postgraduate,Architecture,250971,2025/2026
SCH-000842,Teresa Veronica Mwinyi,28206262,010699875,teresa.mwinyi@gmail.com,1998-09-27,Female,Bomet,Chepalungu,Siongiroi,"Plot 69, Lane 20, Juja",01/12/2024,NULL,N/A,Postgraduate,Architecture,211147,2022/2023
SCH-000843,Kipkorir Judy Wekesa,6020-4030,075546912,kipkorir.wekesa@gmail.com,1995-11-02,Female,Nairobi,Lang'ata,Mugumu-ini,"House 79, Langata Street, Lavington",2025-10-17,Active,Coast Institute of Technology,Postgraduate,Nursing,266483,2022/2023
SCH-000844,Muthaa Micah Ojwang,36003419,070427272,muthaa.ojwang@hotmail.com,2005-12-24,Male,Meru,Igembe Central,Athiru Gaiti,"Plot 40, Lane 5, Uhuru",03-04-2022,Pending,Lenana School,Postgraduate,Public Health,105460,2023/2024
SCH-000845,Ezekiel Jepkorir Mogaka,24320131,070273575,ezekiel.mogaka@hotmail.com,1969-12-05,Male,Bungoma,Sirisia,Namwela,"House 315, Ngong Road Road, Uhuru",01/21/2024,Active,Lenana School,NULL,Economics,179664,2025/2026
SCH-000846,Adhiambo Lubagna,32662280,072211474,adhiambo.lubanga@outlook.com,2004-05-26,Male,Bungoma,Kabuchai,West Nalondo,"Plot 464, Lane 15, River Road",2024-02-03,Inactive,Strathmore University,Postgraduate,Medicine,217487,2023/2024
SCH-000847,Daniel Kathure Mitei,15062785,078666582,daniel.mitei@yahoo.com,1976-08-06,Female,Nairobi,Kibra,Lindi,"Plot 442, Lane 1, Waiyaki",10/11/2022,Active,University of Nairobi,Diploma,Journalism,344012,2024/2025
SCH-000848,Ojwang M. Wangari,36911168,072695379,ojwang.wangari@outlook.com,1966-06-03,Female,Nairobi,Kasarani,Kasarani,"Plot 6, Lane 14, Lenana",09-06-2022,Active,Green Garden Academy,Diploma,Economics,269058,2025/2026
SCH-000849,Mutua Kiprop Gikonyo,11523442,072620526,mutua.gikonyo@hotmail.com,1990-12-09,Female,Kiambu,Ruiru,Kahawa Wendani,"House 172, Ruiru Avenue, Kitisuru",04-10-2023,Active,Kenya High School,Certificate,Education,113104,2022/2023
SCH-000850,Rweria Mark Maingi,58561828,075690480,rweria_maingi@gmail.com,01-14-1980,F,Trans Nzoia,Endebess,Chepchoina,House113AthiRiverRdKiambu,16-03-2024,Inactive,Moi University,UNDERGRADUATE,Medicine,265539,2025-2026
SCH-000851,Mitei Kamau Ombati,69224618,077408763,kamau.mitei@gmail.com,N/A,Male,Bungoma,,West Nalondo,"Plot 67, Lane 10, Argwings Kodhek",01/06/2024,Pending,Starehe Boys Centre,Secondary,Medicine,122522,2023/2024
SCH-000852,Chepkorir Lenguro,28082355,010637544,chepkorir.lenguro@gmail.com,1965-05-06,Male,Mombasa,Nyali,Frere Town,"Plot 111, Lane 16, Parklands",09/03/2023,Inactive,Moi High School Kabarak,Diploma,Journalism,227823,2025/2026
SCH-000853,Chepkoech Cherono,,NULL,chepkoech.cherono@outlook.com,N/A,Male,TRANS NZOIA,Kwanza,Bidii,"House 311, Tom Mboya Avenue, Kangundo",2024-01-10,N/A,Maseno University,Undergraduate,Civil Engineering,285267,2023/2024
SCH-000854,Opiyo Mwania,93410225,010594581,opiyo.mwania@gmail.com,1998-10-16,Female,Nairobi,Westlands,Kitisuru,"Plot 460, Lane 4, Ngong Road",2022-08-11,Inactive,St. Joseph's School,Postgraduate,Public Health,137435,2022/2023
SCH-000855,Martin Wanjala,27988956,N/A,martin.wanjala@gmail.com,NULL,Male,Kakamega,Mumias East,Malaha/Isongo/Masindi,"Plot 376, Lane 17, Outering",20240912,Pending,Coast Institute of Technology,NULL,Computer Science,407563,2022/2023
SCH-000856,Nicholas Khaemba Nganga,N/A,071653404,nicholas.nganga@gmail.com,1978-04-23,Female,Trans Nzoia,,Keiyo,"House 281, Mugumo Street, Juja",2022-04-22,Inactive,Starehe Boys Centre,Diploma,Architecture,334558,2024/2025
SCH-000857,Nduku Ann Nafula,59431339,072335537,N/A,2002-11-05,Female,,Turkana East,Kapedo/Napeitom,"Plot 258, Lane 13, Jogoo",30-09-2024,Pending,N/A,Undergraduate,Social Work,181425,2025/2026
SCH-000858,Nyambane Mogaka Chepkorir,98126574,25479444643,nyambane.chepkorir@outlook.com,1997-10-22,Male,Bungoma,Webuye East,Ndivisi,"Plot 41, Lane 18, Karen",2024-01-15,Pending,Mang'u High School,Secondary,Agriculture,166733,2022/2023
SCH-000859,Muthoni Maina Oseko,44330502,011596602,muthoni.oseko@hotmail.com,1985-02-14,Female,Machakos,Yatta,Kithimani,"Plot 195, Lane 16, Kitisuru",11/02/2022,Pending,Kenya Methodist University,Undergraduate,Education,281715,2022/2023
SCH-000860,Chepkorir Kiprop,78870570,NULL,chepkorir.kiprop@gmail.com,1979-03-05,Male,Mombasa,Likoni,Bofu,"Plot 5, Lane 5, Lenana",12/06/2023,Active,Starehe Boys Centre,Certificate,Engineering,121484,2022/2023
SCH-000861,Kiprono Mwamburi,82794055,073699064,kiprono.mwamburi@gmail.com,1984-06-07,Male,Kisumu,Kisumu West,Central Kisumu,"House 65, Kiambu Road Road, Tom Mboya",11-May-2023,Active,Maseno School,Postgraduate,Architecture,189142,2024/2025
SCH-000862,"Koross, Kioko Mukhwana",43915764,071117318,kioko.koross@yahoo.com,2004-11-13,Male,Kiambu,Limuru,Ndeiya,"Plot 478, Lane 3, Athi River",2022-03-21,Active,Rift Valley Institute,Undergraduate,Accounting,105737,2023/2024
SCH-000863,Anthony Gikonyyo,79630194,073149419,anthony.gikonyo@hotmail.com,1961-12-16,Male,Uasin Gishu,Moiben,Kimumu,"Plot 90, Lane 19, Parklands",27-Dec-2024,,N/A,Postgraduate,Business,360090,2023/2024
SCH-000864,Moses Brian Karanja,13017249,25479895338,N/A,1962-04-10,Female,Kiambu,Githunguri,Ngewa,"House 14, Kangundo Road, Ngong Road",2024-01-20,Inactive,Moi University,Certificate,Business,231020,2022/2023
SCH-000865,Oduya Nahum Kiarie,62063088,071730222,oduya.kiarie@hotmail.com,2002-05-23,Male,Bomet,Bomet Central,Silibwet Township,"Plot 325, Lane 20, Limuru",09-Oct-2023,Pending,Starehe Boys Centre,Undergraduate,Economics,140286,2024/2025
SCH-000866,Mworoa Mutwiri Erick,10370853,011224256,mutwiri.mworoa@gmail.com,1987-11-13,Male,Mombasa,Changamwe,Miritini,"Plot 246, Lane 4, Lavington",28-Jan-2022,Active,Kenya Methodist University,Undergraduate,Engineering,274640,2022/2023
